name	name2	chrom	cdsStart	cdsEnd
NM_001285439	RICTOR	chr5	38942303	39074377
NM_001290003	THPO	chr3	184372512	184378349
NM_021734	SLC25A19	chr17	75273450	75286764
NM_020928	ZSWIM6	chr5	61332272	61544317
NM_018909	PCDHA6	chr5	140828091	141009937
NM_145314	UCMA	chr10	13222102	13234258
NM_001287588	SLC50A1	chr1	155135952	155138173
NM_001287533	ZNF92	chr7	65398342	65399875
NM_001282427	PIK3CG	chr7	106867561	106905387
NM_001287527	CLIP4	chr2	29121388	29181893
NM_020427	SLURP1	chr8	142741142	142742385
NM_020416	PPP2R2C	chr4	6323301	6472229
NM_001318949	SLC30A3	chr2	27255311	27275183
NM_001317812	SLC25A37	chr8	23568335	23571855
NM_001318820	GATD1	chr11	770988	777462
NM_001318818	GATD1	chr11	770896	774104
NM_001318859	DGUOK	chr2	73926910	73958736
NM_001318873	TVP23A	chr16	10770271	10774993
NM_001317836	PCGF3	chr4	733680	766079
NM_001302840	C6orf99	chr6	158895235	158910213
NM_001291381	PRAMEF33	chr1	13305954	13308887
NM_001199099	BAIAP3	chr16	1338549	1348482
NM_001322341	DDX31	chr9	132594865	132669671
NM_015990	KLHL5	chr4	39062514	39121066
NM_016118	NUB1	chr7	151341776	151377225
NM_005317	GZMM	chr19	544071	549791
NM_005235	ERBB4	chr2	211383614	212538530
NM_001008391	CCDC73	chr11	32602810	32760243
NM_024081	PRRG4	chr11	32830529	32853527
NM_001076786	QSER1	chr11	32928026	32976474
NM_018339	RFK	chr9	76387398	76394171
NM_018337	ZNF444	chr19	56146911	56160201
NM_018323	PI4K2B	chr4	25234163	25277187
NM_001323614	SMG5	chr1	156250586	156282680
NM_001017	RPS13	chr11	17074432	17077641
NM_001278163	HIPK3	chr11	33286414	33353568
NM_001128588	SLC14A1	chr18	45727271	45749951
NM_001128228	TPRN	chr9	137192111	137200711
NM_005734	HIPK3	chr11	33286414	33353568
NM_005732	RAD50	chr5	132557324	132642364
NM_012194	KIAA1549L	chr11	33542454	33668154
NM_001171083	SMPD4	chr2	130152554	130181601
NM_001163561	STPG4	chr2	47087007	47155251
NM_201403	MOB3C	chr1	46609654	46613321
NM_007313	ABL1	chr9	130714319	130885683
NM_032871	RELT	chr11	73389136	73395491
NM_001202473	ZNF816-ZNF321P	chr19	52928902	52956089
NM_001202468	ZMYND11	chr10	180012	249109
NM_201444	DGKA	chr12	55936503	55953768
NM_201440	PPHLN1	chr12	42332701	42441509
NM_001164391	MTF2	chr1	93114707	93137027
NM_001164261	PPIAL4D	chr1	144592942	144593437
NM_001164261	PPIAL4D	chr1	145241629	145242124
NM_030752	TCP1	chr6	159779044	159789468
NM_033251	RPL13	chr16	89560959	89563042
NM_033249	PML	chr15	73994812	74043180
NM_001324027	ZNF717	chr3	75730449	75783362
NM_001204141	MBD1	chr18	50267587	50279992
NM_145262	GLYCTK	chr3	52290342	52293126
NM_145261	DNAJC19	chr3	180984639	180989602
NM_145260	OSR1	chr2	19352274	19353805
NM_145251	STYX	chr14	52730474	52771106
NM_001135024	PDHX	chr11	34916371	34995172
NM_001170686	MIB2	chr1	1615459	1630530
NM_002597	PDC	chr1	186443978	186449459
NM_002595	CDK17	chr12	96280241	96334836
NM_001002	RPLP0	chr12	120196772	120200783
NM_000891	KCNJ2	chr17	70175039	70176323
NM_000890	KCNJ5	chr11	128911273	128916731
NM_000884	IMPDH2	chr3	49024382	49029350
NM_000879	IL5	chr5	132541810	132543478
NM_000873	ICAM2	chr17	64002746	64006691
NM_000862	HSD3B1	chr1	119507476	119514645
NM_000845	GRM8	chr7	126439118	127243204
NM_004180	TANK	chr2	161179662	161235518
NM_001242811	ANKRD6	chr6	89566976	89631004
NM_001242799	ZNF322	chr6	26637344	26638553
NM_006251	PRKAA1	chr5	40762777	40798189
NM_006248	PRB2	chr12	11392826	11395529
NM_006247	PPP5C	chr19	46347096	46390346
NM_014344	FJX1	chr11	35618636	35619950
NM_001304478	FGF17	chr8	22042928	22048249
NM_001304264	LDLRAD3	chr11	36184017	36229397
NM_176813	AGR3	chr7	16859581	16878618
NM_001136528	SERPINE2	chr2	223975866	224001900
NM_001160407	TLCD1	chr17	28724509	28726808
NM_015454	LARP7	chr4	112644669	112657327
NM_006703	NUDT3	chr6	34288752	34392362
NM_006701	TXNL4A	chr18	79973684	79988392
NM_033250	PML	chr15	73994812	74035951
NM_001278651	RANGAP1	chr22	41246602	41281044
NM_001281723	BTD	chr3	15601720	15645488
NM_001271943	TFEB	chr6	41684598	41691213
NM_015474	SAMHD1	chr20	36892931	36951643
NM_001281724	BTD	chr3	15631445	15645488
NM_001265588	ZNF267	chr16	31884590	31916481
NM_020168	PAK6	chr15	40264785	40276094
NM_001164538	DISC1	chr1	231626867	232009154
NM_006953	UPK3A	chr22	45285013	45295719
NM_203497	COMMD6	chr13	75526588	75537805
NM_203495	COMMD6	chr13	75526588	75537805
NM_203500	KEAP1	chr19	10486651	10500033
NM_203475	PORCN	chrX	48509820	48520476
NM_003800	RNGTT	chr6	88612718	88963409
NM_007193	ANXA10	chr4	168092700	168187434
NM_006591	POLD3	chr11	74592658	74640766
NM_001130687	GUCY1A3	chr4	155696867	155722196
NM_001349905	HPS4	chr22	26444681	26481762
NM_001146254	PODNL1	chr19	13932704	13953136
NM_001146214	TBC1D15	chr12	71861442	71923204
NM_019078	UGT1A5	chr2	233712991	233772559
NM_019077	UGT1A7	chr2	233681937	233772559
NM_019076	UGT1A8	chr2	233617707	233772559
NM_018097	HAUS2	chr15	42548872	42566816
NM_177972	TUB	chr11	8081510	8101619
NM_021926	ALX4	chr11	44264853	44310062
NM_001330611	ATP2B2	chr3	10332029	10449543
NM_024426	WT1	chr11	32389057	32435345
NM_001258320	TP53I11	chr11	44934883	44938335
NM_001292032	ZNF76	chr6	35281151	35295248
NM_001291897	INS	chr11	2159851	2160971
NM_001293164	NRF1	chr7	129690423	129755181
NM_001302109	ZNF75A	chr16	3308428	3317869
NM_002670	PLS1	chr3	142664237	142712007
NM_001256550	MPP5	chr14	67279272	67332956
NM_001258322	TP53I11	chr11	44934883	44938335
NM_001256567	CHRNB4	chr15	78624954	78641133
NM_001292028	HSD17B4	chr5	119477478	119541994
NM_001195278	TMEM178B	chr7	141074310	141470786
NM_001242404	GHR	chr5	42565874	42719424
NM_001145357	SIN3A	chr15	75371978	75430375
NM_005456	MAPK8IP1	chr11	45885820	45905721
NM_002533	NVL	chr1	224227625	224330127
NM_033253	NT5C1B	chr2	18563795	18589468
NM_001300757	ANGEL2	chr1	212995040	213008344
NM_001300755	ANGEL2	chr1	212995040	213011214
NM_052972	LRG1	chr19	4537939	4540013
NM_052969	RPL39L	chr3	187121144	187121300
NM_152379	C1orf131	chr1	231224278	231241141
NM_152321	ERP27	chr12	14914734	14938508
NM_001101802	PHF21A	chr11	45933967	46084219
NM_183048	ZMYND8	chr20	47210760	47356670
NM_183360	DTNB	chr2	25379318	25652660
NM_183356	ASNS	chr7	97852258	97869156
NM_183323	PAIP1	chr5	43527375	43555928
NM_182966	NEDD9	chr6	11200980	11232515
NM_183044	RNF6	chr13	26213823	26219649
NM_183043	RNF6	chr13	26213823	26219649
NM_183040	DTNBP1	chr6	15524424	15662869
NM_182917	EIF4G1	chr3	184315796	184334908
NM_003714	STC2	chr5	173317846	173328193
NM_003695	LY6D	chr8	142785220	142786516
NM_003683	RRP1	chr21	43789629	43803774
NM_003681	PDXK	chr21	43719294	43756063
NM_001908	CTSB	chr8	11845124	11853454
NM_001112802	SLC8A1	chr2	40115252	40430280
NM_001199281	CABIN1	chr22	24035517	24178196
NM_001645	APOC1	chr19	44914891	44919230
NM_012317	LDOC1	chrX	141176580	141177021
NM_016552	ANKMY1	chr2	240479608	240554934
NM_001270486	CAMKK2	chr12	121240467	121274526
NM_001286276	KIAA1586	chr6	57052700	57054863
NM_001284356	PINX1	chr8	10765785	10839756
NM_001177358	GPR137	chr11	64286524	64289087
NM_001286532	RAD9B	chr12	110505715	110530653
NM_001291106	CELF3	chr1	151705040	151716020
NM_001291088	WDR87	chr19	37884931	37898239
NM_001291316	MILR1	chr17	64449168	64467617
NM_003295	TPT1	chr13	45337385	45341069
NM_003340	UBE2D3	chr4	102797414	102826508
NM_004046	ATP5A1	chr18	46084281	46098231
NM_033514	LIMS3	chr2	110465615	110472778
NM_020809	ARHGAP20	chr11	110579369	110712231
NM_001320996	FABP3	chr1	31365885	31373014
NM_001130082	PLXNB1	chr3	48404485	48424611
NM_001129981	ANKRD2	chr10	97572707	97583725
NM_012445	SPON2	chr4	1167471	1172071
NM_012443	SPAG6	chr10	22345611	22416688
NM_012432	SETDB1	chr1	150927714	150964364
NM_001329632	FBXO46	chr19	45711683	45713495
NM_001330631	CAST	chr5	96722677	96771679
NM_001105563	CCHCR1	chr6	31142591	31157600
NM_001167618	MLH1	chr3	37014477	37050653
NM_001193273	RBBP5	chr1	205088786	205103997
NM_018159	NUDT11	chrX	51491748	51496444
NM_018158	SLC4A1AP	chr2	27663752	27694683
NM_001184974	PACSIN3	chr11	47177930	47182727
NM_001184968	MITF	chr3	69936722	69938366
NM_015509	NECAP1	chr12	8082288	8096090
NM_001300763	CYB561A3	chr11	61349556	61356713
NM_001302489	ACP2	chr11	47240115	47248514
NM_001293235	MED15	chr22	20537126	20586704
NM_001302491	ACP2	chr11	47240115	47248789
NM_002706	PPM1B	chr2	44201199	44230718
NM_001243349	SH3D19	chr4	151122090	151175363
NM_001243333	SEZ6L2	chr16	29871698	29899019
NM_004811	LPXN	chr11	58527453	58575772
NM_031908	C1QTNF2	chr5	160349167	160370637
NM_032380	GFM2	chr5	74721654	74763742
NM_020313	CIAPIN1	chr16	57429169	57440928
NM_031304	DOHH	chr19	3491491	3496814
NM_031294	DRC3	chr17	17977598	18016671
NM_031300	MXD3	chr5	177307587	177311830
NM_031288	INO80B	chr2	74455116	74457864
NM_032333	FAM213A	chr10	80420467	80432099
NM_032740	SFT2D3	chr2	127701528	127702176
NM_032495	HOPX	chr4	56648719	56657816
NM_032505	KBTBD8	chr3	66998355	67008385
NM_032494	ZC3H8	chr2	112230917	112254981
NM_033629	TREX1	chr3	48466655	48467600
NM_033489	CDK11B	chr1	1635763	1657264
NM_032493	AP1M1	chr19	16198026	16234435
NM_033070	HDHD5	chr22	17138020	17159251
NM_032924	ZNF3	chr7	100071142	100077357
NM_032906	PYURF	chr4	88521887	88523700
NM_033001	GTF2I	chr7	74689128	74758838
NM_032630	CINP	chr14	102348556	102362851
NM_032599	FAM71F1	chr7	128715441	128731113
NM_021569	GRIN1	chr9	137139486	137167527
NM_032946	NXF5	chrX	101832266	101842792
NM_021014	SSX3	chrX	48347503	48355249
NM_021117	CRY2	chr11	45847427	45872231
NM_000233	LHCGR	chr2	48687696	48755671
NM_001322190	CNTNAP4	chr16	76277662	76558683
NM_000228	LAMB3	chr1	209615270	209650944
NM_001145134	CPT1B	chr22	50569337	50577915
NM_152264	SLC39A13	chr11	47410094	47415363
NM_018930	PCDHB10	chr5	141192552	141194955
NM_001346500	CD164	chr6	109368850	109381576
NM_001142401	CD164	chr6	109368850	109382378
NM_001171629	VEGFA	chr6	43771246	43784628
NM_001171628	VEGFA	chr6	43771246	43784562
NM_001165946	IDE	chr10	92454443	92483328
NM_182641	BPTF	chr17	67825724	67982288
NM_001145640	ZFR2	chr19	3852454	3869017
NM_001291997	WWOX	chr16	78115084	79211796
NM_001321891	HDAC9	chr7	18496302	18666527
NM_001320247	IGSF8	chr1	160091822	160098472
NM_001058	TACR1	chr2	75049431	75198934
NM_000956	PTGER2	chr14	52314548	52327454
NM_012417	PITPNC1	chr17	67378154	67692888
NM_001317742	SH3BGR	chr21	39462473	39511775
NM_001317745	ALAD	chr9	113388299	113393586
NM_001317747	TRAT1	chr3	108822927	108853877
NM_014303	PES1	chr22	30577045	30591833
NM_017736	THUMPD1	chr16	20736879	20741739
NM_001293070	CHN2	chr7	29194941	29512735
NM_001319068	ITGB1BP1	chr2	9406833	9418697
NM_006628	ARPP19	chr15	52551933	52568892
NM_006594	AP4B1	chr1	113895064	113904717
NM_006044	HDAC6	chrX	48802692	48824612
NM_001302822	GHRL	chr3	10285874	10290180
NM_001113535	FOLR2	chr11	72218584	72221762
NM_001113534	FOLR2	chr11	72218584	72221762
NM_002887	RARS	chr5	168486498	168519190
NM_002881	RALB	chr2	120278664	120293260
NM_001143974	ASAH2	chr10	50187314	50248610
NM_001004726	OR4X1	chr11	48263860	48264778
NM_001080125	CASP8	chr2	201258231	201286594
NM_001005512	OR4A47	chr11	48488792	48489722
NM_001282597	CTNNA2	chr2	79651556	80647872
NM_001204492	CAMK2G	chr10	73815014	73874461
NM_001172713	GOLGA4	chr3	37243550	37366103
NM_001172743	RAI2	chrX	17800417	17802010
NM_001178094	BCAT1	chr12	24818007	24901965
NM_001172732	RAI2	chrX	17800417	17802010
NM_001178123	ABI1	chr10	26748569	26860863
NM_001178122	ABI1	chr10	26748569	26860863
NM_001001955	OR4C13	chr11	49952422	49953352
NM_001105545	ECHDC1	chr6	127314821	127327139
NM_001097638	FUT2	chr19	48702956	48703988
NM_024114	TRIM48	chr11	55262267	55269338
NM_001005274	OR4A16	chr11	55343200	55344187
NM_001005275	OR4A15	chr11	55367883	55368918
NM_001001920	OR4C15	chr11	55554306	55555419
NM_001004701	OR4C16	chr11	55572127	55573060
NM_001078645	CDC16	chr13	114235084	114272443
NM_001004059	OR4S2	chr11	55650903	55651839
NM_001142934	CHAT	chr10	49616569	49665046
NM_001004735	OR5D14	chr11	55795555	55796500
NM_003588	CUL4B	chrX	120526760	120574617
NM_003697	OR5F1	chr11	55993680	55994625
NM_001001921	OR5AS1	chr11	56030418	56031393
NM_001003750	OR8I2	chr11	56093307	56094240
NM_001005201	OR8H3	chr11	56122372	56123311
NM_001004064	OR8J3	chr11	56136770	56137718
NM_001004058	OR8K5	chr11	56159393	56160317
NM_001004746	OR5T2	chr11	56232105	56233185
NM_001004747	OR5T3	chr11	56252199	56253222
NM_001004745	OR5T1	chr11	56275638	56276619
NM_001080407	GLB1L3	chr11	134276740	134318942
NM_001002907	OR8K1	chr11	56346038	56346998
NM_001005205	OR8J1	chr11	56360246	56361197
NM_001013356	OR8U8	chr11	56375623	56376499
NM_001005204	OR8U1	chr11	56375623	56376553
NM_001004742	OR5M3	chr11	56469573	56470497
NM_001134673	NFIA	chr1	61082791	61455320
NM_001004741	OR5M10	chr11	56576773	56577721
NM_001004740	OR5M1	chr11	56612554	56613502
NM_001005213	OR9G1	chr11	56700387	56701305
NM_001013358	OR9G9	chr11	56700387	56701305
NM_001005284	OR9G4	chr11	56742827	56743811
NM_001005323	OR5AK2	chr11	56988913	56989843
NM_032864	PRPF38A	chr1	52404749	52416690
NM_000661	RPL9	chr4	39454542	39458439
NM_001244	TNFSF8	chr9	114903930	114930303
NM_001323252	KLHL32	chr6	96967060	97139282
NM_001297419	RAD52	chr12	913390	933058
NM_005195	CEBPD	chr8	47737310	47738120
NM_005194	CEBPB	chr20	50191033	50192071
NM_004506	HSF2	chr6	122399737	122432220
NM_005131	THOC1	chr18	214625	268019
NM_152604	ZNF383	chr19	37230453	37243664
NM_001242525	HLA-DPA1	chr6	33068649	33073570
NM_002560	P2RX4	chr12	121210164	121233549
NM_001330082	NRXN1	chr2	49921943	51028273
NM_144716	CCDC12	chr3	46922056	46976771
NM_001317113	ZNF331	chr19	53569376	53577952
NM_174907	PPP4R2	chr3	72997037	73065722
NM_001146015	DLGAP5	chr14	55148453	55189179
NM_006684	CFHR4	chr1	196888150	196918406
NM_181869	APAF1	chr12	98648359	98732481
NM_001350082	SAMD9L	chr7	93131216	93135971
NM_001321518	COX11	chr17	54963260	54968646
NM_001145101	BTBD18	chr11	57744133	57751188
NM_001135188	AGFG1	chr2	227472421	227554495
NM_001144971	NEDD4L	chr18	58322439	58396269
NM_001135189	AGFG1	chr2	227472421	227554495
NM_001195738	FAM213B	chr1	2586795	2589414
NM_001145293	NGLY1	chr3	25719459	25783390
NM_001145784	BORCS8	chr19	19180727	19192117
NM_001144001	SEC14L1	chr17	77190841	77214023
NM_001135197	CCDC36	chr3	49211780	49257282
NM_001144000	AGAP5	chr10	73674598	73697755
NM_001135212	FKBP7	chr2	178465769	178478499
NM_001185012	NDUFA2	chr5	140645702	140647583
NM_001135195	SLC39A5	chr12	56231274	56237731
NM_001144003	SLITRK2	chrX	145822425	145824963
NM_001135208	FKBP2	chr11	64242387	64244029
NM_001144002	CTPS2	chrX	16590792	16702902
NM_001178078	STAT6	chr12	57096571	57108278
NM_001178045	SLC44A4	chr6	31863626	31875865
NM_001178061	SEMA6C	chr1	151132483	151142621
NM_001278428	LILRB4	chr19	54663033	54668019
NM_001005212	OR9Q1	chr11	58179444	58180377
NM_001005186	OR6Q1	chr11	58030952	58031906
NM_001204106	BCL2L11	chr2	111123745	111164231
NM_001004458	OR1S1	chr11	58214744	58215722
NM_001004471	OR10Q1	chr11	58227915	58228875
NM_207374	OR10W1	chr11	58266940	58267858
NM_001005566	OR5B2	chr11	58422331	58423261
NM_001004733	OR5B12	chr11	58439206	58440151
NM_001005218	OR5B21	chr11	58507175	58508105
NM_001271012	FLI1	chr11	128758316	128810988
NM_001308097	G2E3	chr14	30589385	30616534
NM_203401	STMN1	chr1	25901015	25904676
NM_001278919	KCNH6	chr17	63523413	63545902
NM_183377	ASIC2	chr17	33013964	33292115
NM_183375	PRSS48	chr4	151277172	151291453
NM_001199397	NEK1	chr4	169394509	169602630
NM_001348384	POLE2	chr14	49643651	49688203
NM_001145107	NELL2	chr12	44508933	44876725
NM_198947	FAM111B	chr11	59109625	59126302
NM_001145671	SORBS2	chr4	185587626	185684814
NM_001300865	RANBP3	chr19	5917609	5978082
NM_198332	STAT2	chr12	56343388	56356571
NM_001039396	MPEG1	chr11	59210714	59212865
NM_001001954	OR5A2	chr11	59421978	59422953
NM_001004728	OR5A1	chr11	59443168	59444116
NM_001004708	OR4D6	chr11	59456960	59457905
NM_001004705	OR4D10	chr11	59477429	59478365
NM_001004711	OR4D9	chr11	59514912	59515857
NM_001348493	RIMS2	chr8	103500886	104251820
NM_148961	OTOS	chr2	240139169	240140326
NM_148921	EPN2	chr17	19283119	19334254
NM_001005324	OR10V1	chr11	59712915	59713845
NM_001190462	C11orf97	chr11	94512528	94531900
NM_001031666	MS4A3	chr11	60066968	60070233
NM_001031809	MS4A3	chr11	60061160	60070233
NM_006138	MS4A3	chr11	60061160	60070233
NM_001257212	FGF1	chr5	142595289	142614127
NM_001257211	FGF1	chr5	142595289	142614127
NM_033258	GNG8	chr19	46634075	46634682
NM_139249	MS4A6E	chr11	60334895	60339955
NM_001079692	MS4A14	chr11	60396578	60417008
NM_001261827	MS4A14	chr11	60396578	60417008
NM_001261828	MS4A14	chr11	60396578	60417008
NM_032597	MS4A14	chr11	60396578	60417008
NM_014994	MAPKBP1	chr15	41775275	41825436
NM_033342	TRIM7	chr5	181203496	181205110
NM_033296	MRFAP1	chr4	6640862	6641246
NM_033170	B3GALT5	chr21	39660559	39661492
NM_001012417	MS4A13	chr11	60518083	60542575
NM_001100909	MS4A13	chr11	60518083	60542575
NM_001278320	MS4A13	chr11	60518083	60542575
NM_001330068	NRP1	chr10	33180075	33334382
NM_001098835	MS4A15	chr11	60763733	60775715
NM_001278242	MS4A15	chr11	60763733	60775715
NM_152717	MS4A15	chr11	60767586	60775715
NM_206893	MS4A10	chr11	60790335	60799909
NM_207341	ZP1	chr11	60867561	60875656
NM_003167	SULT2A1	chr19	47871454	47886257
NM_004869	VPS4B	chr18	63390974	63422259
NM_022349	MS4A6A	chr11	60173000	60181727
NM_174918	MCEMP1	chr19	7677081	7679114
NM_174916	UBR1	chr15	42945328	43106022
NM_001286705	UFM1	chr13	38349919	38360066
NM_001286704	UFM1	chr13	38350114	38360778
NM_005151	USP14	chr18	158698	211284
NM_001079807	PGA3	chr11	61203564	61212702
NM_152221	CSNK1E	chr22	38293286	38314157
NM_001616	ACVR2A	chr2	147845152	147927274
NM_001542	IGSF3	chr1	116577311	116666326
NM_015229	CLUH	chr17	2690593	2704550
NM_001163925	LRTM2	chr12	1828148	1834721
NM_001163926	LRTM2	chr12	1828148	1834721
NM_001300803	MAJIN	chr11	64938524	64959405
NM_153611	CYB561A3	chr11	61350398	61356713
NM_015631	TCTN3	chr10	95664066	95693899
NM_001166699	FAM104B	chrX	55143778	55161156
NM_001167605	KLK11	chr19	51022544	51025631
NM_003435	ZNF134	chr19	57619468	57621403
NM_024097	C1orf50	chr1	42767311	42775394
NM_024094	DSCC1	chr8	119834892	119855795
NM_024092	TMEM109	chr11	60919693	60922165
NM_001171506	MCFD2	chr2	46905462	46909171
NM_001145077	LRRC10B	chr11	61508998	61509877
NM_001252065	SYT7	chr11	61518626	61580820
NM_001300773	SYT7	chr11	61518626	61580820
NM_004200	SYT7	chr11	61518626	61580820
NM_002772	TMPRSS15	chr21	18269968	18403622
NM_001304421	SLMAP	chr3	57757651	57927388
NM_005803	FLOT1	chr6	30728115	30742189
NM_004915	ABCG1	chr21	42219262	42296392
NM_001786	CDK1	chr10	60780165	60793975
NM_001281501	FADS2	chr11	61816285	61865689
NM_001281459	SLC35C2	chr20	46350393	46355867
NM_012274	HYPM	chrX	37990839	37991193
NM_012269	HYAL4	chr7	123868273	123877155
NM_004209	SYNGR3	chr16	1990102	1993072
NM_001790	CDC25C	chr5	138285691	138331180
NM_001788	SEPT7	chr7	35801209	35904293
NM_001303624	RPL10	chrX	154398519	154400854
NM_001080770	KIR2DL4	chr19	54803651	54814111
NM_003583	DYRK2	chr12	67657126	67658713
NM_003578	SOAT2	chr12	53103577	53124123
NM_001083926	ASRGL1	chr11	62337977	62392284
NM_017508	SOX6	chr11	15972808	16402663
NM_015268	DNAJC13	chr3	132434550	132538282
NM_001287811	DNAJC16	chr1	15548341	15568177
NM_005882	MAEA	chr4	1289913	1339169
NM_001300793	EML3	chr11	62602301	62612457
NM_001300794	EML3	chr11	62602301	62612457
NM_152520	ZNF385B	chr2	179443249	179769755
NM_152505	LCA5L	chr21	39405881	39428493
NM_001278064	GRM1	chr6	146029517	146434796
NM_001288721	B3GAT3	chr11	62615700	62621115
NM_001288722	B3GAT3	chr11	62616185	62621947
NM_001288723	B3GAT3	chr11	62616201	62621947
NM_001278227	RUSC1	chr1	155324894	155330571
NM_001278225	RUFY2	chr10	68378561	68407189
NM_001278228	RUSC1	chr1	155325207	155330571
NM_001278233	LMCD1	chr3	8537272	8567598
NM_001278230	RUSC1	chr1	155324894	155330571
NM_001278229	RUSC1	chr1	155324894	155330571
NM_203433	PSMG1	chr21	39175589	39183385
NM_201999	ELF2	chr4	139058982	139137701
NM_001286086	C11orf98	chr11	62663049	62665169
NM_022129	PBLD	chr10	68284176	68306844
NM_001286078	UBXN1	chr11	62676589	62678923
NM_015853	UBXN1	chr11	62676717	62678923
NM_172083	CAMK2B	chr7	44220061	44325421
NM_172082	CAMK2B	chr7	44220061	44325421
NM_003835	RGS9	chr17	65137540	65227407
NM_001128127	GK	chrX	30653537	30728742
NM_001303108	TMEM246	chr9	101475880	101477092
NM_001302998	LIPI	chr21	14108992	14210845
NM_001303107	TMEM246	chr9	101475880	101477092
NM_001303096	WDR75	chr2	189448810	189475417
NM_024055	SLC30A5	chr5	69094255	69104045
NM_006473	TAF6L	chr11	62775783	62787296
NM_199069	NDUFAF3	chr3	49022144	49023172
NM_001134938	FIP1L1	chr4	53377838	53459449
NM_003420	ZNF35	chr3	44651067	44659947
NM_003418	CNBP	chr3	129170452	129171757
NM_001244666	STX5	chr11	62807608	62831243
NM_003164	STX5	chr11	62807468	62831243
NM_001307977	WDR74	chr11	62832951	62839570
NM_018093	WDR74	chr11	62832951	62839570
NM_001348430	ZNF148	chr3	125232340	125313640
NM_194296	SPATA24	chr5	139396799	139404060
NM_194298	SLC16A9	chr10	59652771	59684291
NM_194317	LYPD6	chr2	149437708	149470850
NM_172089	TNFSF12-TNFSF13	chr17	7549153	7560833
NM_172088	TNFSF13	chr17	7559039	7561005
NM_004790	SLC22A6	chr11	62976793	62984690
NM_152501	PYHIN1	chr1	158936910	158973766
NM_153277	SLC22A6	chr11	62976793	62984690
NM_153278	SLC22A6	chr11	62976793	62984690
NM_001170570	CXorf56	chrX	119539726	119565355
NM_001170580	HHAT	chr1	210348975	210674379
NM_001136506	SLC22A24	chr11	63079939	63143779
NM_178033	CYP4X1	chr1	47023817	47050174
NM_001039752	SLC22A10	chr11	63290165	63311034
NM_017526	LEPROT	chr1	65420724	65431919
NM_017520	MPHOSPH8	chr13	19633748	19671875
NM_021074	NDUFV2	chr18	9102743	9134279
NM_021090	MTMR3	chr22	29971059	30025801
NM_022830	TUT1	chr11	62575093	62591599
NM_003974	DOK2	chr8	21909310	21913601
NM_004249	RAB28	chr4	13369875	13484150
NM_006297	XRCC1	chr19	43543391	43575458
NM_006340	BAIAP2	chr17	81035254	81110941
NM_006320	PGRMC2	chr4	128271315	128287862
NM_138796	SPATA17	chr1	217631378	217862854
NM_001348421	AKR7L	chr1	19267299	19274074
NM_138471	C11orf84	chr11	63813686	63827139
NM_001144920	TTC26	chr7	139133857	139189365
NM_001166686	PFKM	chr12	48107373	48145708
NM_000778	CYP4A11	chr1	46930114	46941433
NM_015178	RHOBTB2	chr8	23004434	23017469
NM_021913	AXL	chr19	41219392	41259904
NM_021634	RXFP1	chr4	158521976	158652055
NM_003747	TNKS	chr8	9555939	9776736
NM_001252608	THBS3	chr1	155195840	155207876
NM_003897	IER3	chr6	30743935	30744518
NM_025188	TRIM45	chr1	117112304	117121201
NM_025157	PXN	chr12	120212313	120222956
NM_178443	FERMT3	chr11	64207364	64223492
NM_001164410	CDK5	chr7	151054008	151057848
NM_001130144	LTBP3	chr11	65539079	65557959
NM_001162499	CAND2	chr3	12796720	12833982
NM_001162895	KIAA0040	chr1	175160713	175161013
NM_025193	HSD3B7	chr16	30985658	30988183
NM_001185057	NOL3	chr16	67174169	67175097
NM_001271970	HSP90AB1	chr6	44248629	44253598
NM_030759	NRBF2	chr10	63133470	63154218
NM_001206482	ELMO1	chr7	36855550	37342690
NM_001012	RPS8	chr1	44775596	44778685
NM_003769	SRSF9	chr12	120462018	120469609
NM_001276723	C11orf74	chr11	36610103	36659186
NM_001271620	ZNF423	chr16	49491274	49730867
NM_001271581	DNAJC10	chr2	182718086	182777132
NM_001271561	PRNP	chr20	4699309	4699531
NM_001271534	DSCAM	chr21	40013033	40846661
NM_000412	HRG	chr3	186666031	186677883
NM_000312	PROC	chr2	127419942	127428946
NM_001318750	MSANTD4	chr11	106009534	106010917
NM_001319991	SUPT5H	chr19	39445890	39476399
NM_032531	KIRREL3	chr11	126424579	127000509
NM_001177638	DAG1	chr3	49510534	49533199
NM_001177637	DAG1	chr3	49510534	49533199
NM_001243146	NVL	chr1	224227625	224305133
NM_001321591	CAMK2D	chr4	113457330	113761068
NM_001297561	ZNF708	chr19	21293273	21309279
NM_001297548	ZNF131	chr5	43122053	43175133
NM_138348	OTULIN	chr5	14664825	14693048
NM_024772	ZMYM1	chr1	35093987	35115259
NM_024603	BEND5	chr1	48727885	48776831
NM_001288813	ARL17A	chr17	46528851	46576322
NM_001288649	ZNF286A	chr17	15716060	15717290
NM_001288648	ZNF286A	chr17	15716060	15717290
NM_001324002	CTNNA1	chr5	138886259	138933823
NM_001154	ANXA5	chr4	121668467	121696589
NM_001307985	SLC22A11	chr11	64555999	64571042
NM_018484	SLC22A11	chr11	64555999	64571042
NM_001271751	CALCRL	chr2	187346183	187385595
NM_032471	PKIB	chr6	122717794	122725195
NM_032011	PCDHGA3	chr5	141344033	141346523
NM_032492	JAGN1	chr3	9890722	9893377
NM_032491	RFX4	chr12	106684813	106761469
NM_032264	NBPF3	chr1	21445086	21483386
