name	name2	chrom	cdsStart	cdsEnd
NM_018990	SASH3	chrX	128914073	128927808
NM_018988	GFOD1	chr6	13364974	13487122
NM_019088	PAF1	chr19	39876630	39881504
NM_019087	ARL15	chr5	53182390	53606309
NM_019086	VSIG10	chr12	118504443	118541476
NM_201589	MAFA	chr8	144511514	144512576
NM_019060	CRCT1	chr1	152487859	152488159
NM_018960	GNMT	chr6	42928505	42931444
NM_019058	DDIT4	chr10	74033974	74034946
NM_018957	SH3BP1	chr22	38035794	38051691
NM_018956	C9orf9	chr9	135759334	135765355
NM_020056	HLA-DQA2	chr6	32709220	32714171
NM_024857	ATAD5	chr17	29159365	29221931
NM_024855	ACTR5	chr20	37377121	37400459
NM_024854	PYROXD1	chr12	21590664	21621688
NM_024852	AGO3	chr1	36397027	36521346
NM_024850	BTNL8	chr5	180326310	180376955
NM_024848	MORN1	chr1	2252821	2322972
NM_024847	TMC7	chr16	18995385	19073165
NM_024845	NAA60	chr16	3526227	3534855
NM_024844	NUP85	chr17	73201856	73231774
NM_024843	CYBRD1	chr2	172379055	172411337
NM_024841	PRR5L	chr11	36422671	36484286
NM_024839	RPP21	chr6	30312948	30314587
NM_001114094	BLNK	chr10	97951728	98031155
NM_001172775	ZNF555	chr19	2841570	2853950
NM_001172772	IL34	chr16	70680850	70694090
NM_001114092	THUMPD3	chr3	9406752	9426372
NM_001142529	BHLHB9	chrX	102003923	102005567
NM_001164163	PPP6R3	chr11	68305132	68380585
NM_001164162	PPP6R3	chr11	68305132	68380585
NM_005276	GPD1	chr12	50497833	50503302
NM_001005290	PSRC1	chr1	109822742	109825320
NM_001005288	OR51I1	chr11	5461799	5462744
NM_001005285	OR2AT4	chr11	74799795	74800758
NM_001008737	LOC401052	chr3	10049027	10050164
NM_001008727	ZNF121	chr19	9676615	9678773
NM_001242895	ZKSCAN3	chr6	28329142	28334062
NM_001242904	MPPE1	chr18	11884443	11897263
NM_001242903	AKAP1	chr17	55182825	55197685
NM_001242902	AKAP1	chr17	55182825	55197685
NM_001193482	LIMS1	chr2	109223703	109300455
NM_001142353	PPP3CB	chr10	75197999	75255647
NM_001199649	PTK2	chr8	141669564	141900836
NM_001142352	ST6GAL2	chr2	107429597	107460433
NM_001142351	ST6GAL2	chr2	107423133	107460433
NM_001114632	JMJD7	chr15	42120322	42129354
NM_001114619	MGAT1	chr5	180218633	180219971
NM_000374	UROD	chr1	45477937	45481170
NM_007165	SF3A2	chr19	2243417	2248545
NM_007162	TFEB	chr6	41652336	41658951
NM_007161	LST1	chr6	31555076	31556453
NM_007160	OR2H2	chr6	29555721	29556660
NM_007159	SLMAP	chr3	57743378	57913115
NM_007158	CSDE1	chr1	115260789	115282511
NM_006614	CHL1	chr3	361459	447394
NM_007153	ZNF208	chr19	22153992	22193596
NM_007152	ZNF195	chr11	3380347	3400270
NM_007149	ZNF184	chr6	27419081	27440073
NM_007150	ZNF185	chrX	152083033	152139085
NM_007148	RNF112	chr17	19314721	19319488
NM_007147	ZNF175	chr19	52076582	52091720
NM_007146	VEZF1	chr17	56051833	56065472
NM_007145	ZNF146	chr19	36727342	36728221
NM_007144	PCGF2	chr17	36891475	36896655
NM_007139	ZNF92	chr7	64853795	64864788
NM_001008218	AMY1B	chr1	104198952	104207142
NM_001008218	AMY1B	chr1	104293091	104301280
NM_001008749	RAB19	chr7	140107446	140125950
NM_001080824	TRABD2A	chr2	85049040	85108163
NM_001085425	ARSA	chr22	51063572	51066207
NM_001099627	MTFR1L	chr1	26149595	26156275
NM_001099626	MTFR1L	chr1	26149595	26158517
NM_001099791	SYS1	chr20	43992171	44002934
NM_001099789	ICAM2	chr17	62080106	62084051
NM_001142285	RPS24	chr10	79793659	79814768
NM_001142284	RPS24	chr10	79793659	79797728
NM_001142283	RPS24	chr10	79793659	79797728
NM_001142282	RPS24	chr10	79793659	79799964
NM_001142281	ARCN1	chr11	118443262	118471429
NM_001142279	RNASEH2B	chr13	51484212	51544100
NM_001142289	MGRN1	chr16	4674961	4738909
NM_001172440	ENDOU	chr12	48104584	48119196
NM_001134462	NOTO	chr2	73429794	73438057
NM_001134456	NXPE3	chr3	101504440	101540798
NM_001134451	TMEM130	chr7	98445678	98467484
NM_001134450	TMEM130	chr7	98445678	98467484
NM_001164595	PDZRN4	chr12	41582257	41967692
NM_001164603	ASXL1	chr20	30946578	30959972
NM_001171876	MCF2	chrX	138664629	138733903
NM_031209	QTRT1	chr19	10812136	10823946
NM_182918	ERG	chr21	39755324	39870304
NM_198316	TENC1	chr12	53448075	53457666
NM_002383	MAZ	chr16	29818022	29821552
NM_002162	ICAM3	chr19	10444532	10450290
NM_002160	TNC	chr9	117783435	117853297
NM_002387	MCC	chr5	112362998	112630082
NM_002959	SORT1	chr1	109856664	109940514
NM_006722	MITF	chr3	69812992	70014399
NM_002961	S100A4	chr1	153516234	153517270
NM_003060	SLC22A5	chr5	131705664	131729964
NM_003626	PPFIA1	chr11	70118278	70228252
NM_001718	BMP6	chr6	7727188	7880576
NM_003918	GYG2	chrX	2748229	2799254
NM_006896	HOXA7	chr7	27194527	27196164
NM_207119	LRRC20	chr10	72061109	72136289
NM_018205	LRRC20	chr10	72061109	72136289
NM_001278214	LRRC20	chr10	72061109	72100333
NM_001082973	CASC1	chr12	25261481	25348012
NM_001163152	ETV1	chr7	13935490	14025801
NM_001145672	SORBS2	chr4	186508780	186611725
NM_001164105	MOV10L1	chr22	50528904	50599892
NM_001164095	COPS7A	chr12	6833822	6840205
NM_001164104	MOV10L1	chr22	50528517	50599878
NM_001172698	PPARGC1B	chr5	149109905	149227121
NM_001127644	GABRA1	chr5	161277816	161324428
NM_017765	PQLC2	chr1	19644171	19655137
NM_017763	RNF43	chr17	56432303	56492938
NM_017762	MTMR10	chr15	31233672	31283709
NM_017761	PNRC2	chr1	24287947	24288367
NM_017760	NCAPG2	chr7	158424357	158494590
NM_017759	INO80D	chr2	206869091	206927740
NM_017758	ALKBH5	chr17	18087557	18111710
NM_017757	ZNF407	chr18	72342975	72776424
NM_017755	NSUN2	chr5	6600038	6633092
NM_017754	UHRF1BP1	chr6	34760027	34840215
NM_021722	ADAM22	chr7	87563780	87825806
NM_172057	KCNH2	chr7	150642452	150652591
NM_198309	TTC8	chr14	89291051	89343754
NM_001040438	C6orf48	chr6	31805105	31807440
NM_001001568	PDE9A	chr21	44073976	44195403
NM_001001567	PDE9A	chr21	44073924	44195403
NM_001002001	GMPR2	chr14	24702459	24707984
NM_001005373	LRSAM1	chr9	130216806	130265178
NM_001031834	RAB40AL	chrX	102192246	102193083
NM_001031827	BOLA2	chr16	29464953	29465772
NM_001031827	BOLA2	chr16	30204295	30205114
NM_001031812	CSNK1G3	chr5	122881357	122950090
NM_001177711	RBMS3	chr3	29323172	30045353
NM_001177704	FREM1	chr9	14737393	14776251
NM_001693	ATP6V1B2	chr8	20054917	20077913
NM_001699	AXL	chr19	41725297	41765809
NM_001703	BAI2	chr1	32193020	32222822
NM_001692	ATP6V1B1	chr2	71163084	71192251
NM_021163	RBAK	chr7	5087707	5105232
NM_133639	RHOV	chr15	41165255	41166337
NM_001079692	MS4A14	chr11	60164051	60184481
NM_001438	ESRRG	chr1	216680280	216896641
NM_003468	FZD5	chr2	208631705	208633463
NM_003466	PAX8	chr2	113976109	114035971
NM_004674	ASH2L	chr8	37963068	37996589
NM_004996	ABCC1	chr16	16043608	16235138
NM_005373	MPL	chr1	43803519	43818443
NM_006556	PMVK	chr1	154897604	154909161
NM_006555	YKT6	chr7	44240734	44251881
NM_006554	MTX2	chr2	177134357	177202392
NM_006553	SLMO1	chr18	12407974	12429402
NM_006552	SCGB1D1	chr11	61957756	61960900
NM_006551	SCGB1D2	chr11	62009779	62012171
NM_000584	IL8	chr4	74606375	74608181
NM_000582	SPP1	chr4	88898047	88904048
NM_001165038	GFRA2	chr8	21550789	21645671
NM_001042555	FRS2	chr12	69962810	69968735
NM_001012267	CENPP	chr9	95088280	95375431
NM_001012264	RNASE13	chr14	21501976	21502447
NM_003902	FUBP1	chr1	78414450	78444688
NM_004001	FCGR2B	chr1	161633031	161647343
NM_003891	PROZ	chr13	113812974	113826419
NM_003901	SGPL1	chr10	72576609	72637092
NM_003900	SQSTM1	chr5	179247936	179263593
NM_003889	NR1I2	chr3	119526097	119536059
NM_004465	FGF10	chr5	44305096	44388784
NM_004464	FGF5	chr4	81187978	81207826
NM_004463	FGD1	chrX	54472541	54521865
NM_004462	FDFT1	chr8	11660341	11696118
NM_004461	FARSA	chr19	13033561	13044510
NM_020457	THAP11	chr16	67876457	67877402
NM_020436	SALL4	chr20	50400803	50418947
NM_004061	CDH12	chr5	21751845	22078785
NM_003961	RHBDL1	chr16	726101	728052
NM_003960	NAT8	chr2	73868071	73868755
NM_004059	CCBL1	chr9	131595862	131607684
NM_003959	HIP1R	chr12	123320097	123346300
NM_016431	MAPK8IP2	chr22	51041561	51049207
NM_014189	ADD1	chr4	2877642	2930250
NM_014939	TRAPPC8	chr18	29410717	29522727
NM_001018139	NME2	chr17	49244191	49248965
NM_001144767	UGT2B10	chr4	69681737	69696597
NM_001145265	SLC35C1	chr11	45827391	45832886
NM_001145264	LAMTOR2	chr1	156024680	156028162
NM_001145263	NCOA4	chr10	51579141	51589230
NM_001145262	NCOA4	chr10	51579141	51589230
NM_001145261	NCOA4	chr10	51568356	51589230
NM_001145260	NCOA4	chr10	51568356	51586675
NM_001145256	IRAK4	chr12	44166047	44180518
NM_001145250	SP9	chr2	175199820	175202268
NM_001145212	SLCO2B1	chr11	74862426	74915625
NM_001145255	IKBKG	chrX	153780217	153792676
NM_001270574	CSNK1G3	chr5	122909136	122950090
NM_001270517	APITD1-CORT	chr1	10490574	10502462
NM_001270508	TNFAIP3	chr6	138192364	138202456
NM_001270507	TNFAIP3	chr6	138192364	138202456
NM_001270483	TST	chr22	37407067	37414773
NM_001270450	UBE3B	chr12	109921356	109928399
NM_001270449	UBE3B	chr12	109921356	109928399
NM_001261407	MPDZ	chr9	13106963	13250314
NM_001270448	ACADVL	chr17	7123946	7128416
NM_001012393	OPCML	chr11	132290086	133402219
NM_001015882	DNAJC25	chr9	114393687	114415502
NM_001015881	TSC22D3	chrX	106957748	106959131
NM_001031677	RAB24	chr5	176728743	176730289
NM_001098802	CEP78	chr9	80851266	80881678
NM_001193414	TUBA8	chr22	18604440	18613903
NM_001193421	TSHZ2	chr20	51802184	51873102
NM_001193427	SUV39H2	chr10	14938847	14944511
NM_001171868	TMEM200B	chr1	29447416	29448340
NM_001171864	TUBAL3	chr10	5435479	5446755
NM_001171832	DEFB121	chr20	29992715	30000446
NM_001122841	FRMD1	chr6	168457776	168476427
NM_001145317	DSN1	chr20	35381190	35399861
NM_001145316	DSN1	chr20	35381190	35399861
NM_001145848	PROM1	chr4	15972689	16077529
NM_001145845	ROBO1	chr3	78648062	79067611
NM_001080438	A3GALT2	chr1	33772366	33786699
NM_001165923	HNF1B	chr17	36047374	36104875
NM_018224	COA1	chr7	43679180	43688213
NM_016592	GNAS	chr20	57415161	57415899
NM_018222	PARVA	chr11	12399074	12549472
NM_018221	MOB1A	chr2	74383694	74405801
NM_018219	CCDC87	chr11	66357936	66360486
NM_018218	USP40	chr2	234386037	234474236
NM_018217	EDEM2	chr20	33703235	33735061
NM_018216	PANK4	chr1	2440285	2458026
NM_001244815	FOXP1	chr3	71008397	71179834
NM_001244814	FOXP1	chr3	71008397	71247532
NM_006389	HYOU1	chr11	118916304	118926872
NM_014862	ARNT2	chr15	80696857	80886039
NM_001185056	CLDN11	chr3	170140976	170150544
NM_001204364	FAM24B	chr10	124608762	124610031
NM_001204358	SPOCK3	chr4	167675647	168155324
NM_001204356	SPOCK3	chr4	167656071	168155324
NM_001204355	SPOCK3	chr4	167656071	168155206
NM_001204354	SPOCK3	chr4	167656071	167921582
NM_001204353	SPOCK3	chr4	167656071	167833893
NM_001204352	SPOCK3	chr4	167656071	168040989
NM_001204519	P2RX5	chr17	3577161	3599299
NM_001194992	MEPCE	chr7	100029048	100031177
NM_001902	CTH	chr1	70877098	70904810
NM_001626	AKT2	chr19	40739778	40771174
NM_001619	ADRBK1	chr11	67034170	67052921
NM_002043	GABRR2	chr6	89967388	90024884
NM_001891	CSN2	chr4	70822067	70826713
NM_001618	PARP1	chr1	226549160	226595630
NM_002000	FCAR	chr19	55385745	55401229
NM_001889	CRYZ	chr1	75171979	75190505
NM_001888	CRYM	chr16	21270101	21289572
NM_001887	CRYBB1	chr22	26995453	27012283
NM_001886	CRYBA4	chr22	27018560	27026451
NM_001884	HAPLN1	chr5	82937314	82969342
NM_001569	IRAK1	chrX	153277309	153285263
NM_001882	CRHBP	chr5	76248959	76264710
NM_001881	CREM	chr10	35437299	35468257
NM_001566	INPP4A	chr2	99136511	99198219
NM_001879	MASP1	chr3	186937858	187009420
NM_001278230	RUSC1	chr1	155294685	155300362
NM_004942	DEFB4A	chr8	7752234	7754132
NM_002388	MCM3	chr6	52129385	52149607
NM_006768	BRAP	chr12	112082002	112123596
NM_014213	HOXD9	chr2	176987496	176988903
NM_014212	HOXC11	chr12	54367025	54369197
NM_014211	GABRP	chr5	170215619	170239262
NM_014210	EVI2A	chr17	29645320	29646031
NM_014209	ETV2	chr19	36133362	36135754
NM_014207	CD5	chr11	60870032	60893311
NM_014206	TMEM258	chr11	61557266	61560030
NM_014205	ZNHIT2	chr11	64883913	64885125
NM_014203	AP2A1	chr19	50270390	50310015
NM_014191	SCN8A	chr12	52056601	52201213
NM_006392	NOP56	chr20	2633306	2638940
NM_006402	LAMTOR5	chr1	110944144	110950488
NM_006391	IPO7	chr11	9406310	9466741
NM_006401	ANP32B	chr9	100745837	100777713
NM_006390	IPO8	chr12	30783793	30848581
NM_032495	HOPX	chr4	57514885	57523982
NM_032505	KBTBD8	chr3	67048779	67058809
NM_032504	UNC80	chr2	210636796	210860319
NM_199347	NEK10	chr3	27257322	27394373
NM_001206672	RIC3	chr11	8132244	8190536
NM_001206671	RIC3	chr11	8132244	8190536
NM_001206665	IGSF8	chr1	160061612	160068262
NM_015143	METAP1	chr4	99916904	99982468
NM_015141	GPD1L	chr3	32148203	32207402
NM_016020	TFB1M	chr6	155578969	155635562
NM_001204344	TNFSF15	chr9	117552731	117554810
NM_001204316	PRLR	chr5	35049391	35089722
NM_000181	GUSB	chr7	65425883	65447170
NM_080911	UNG	chr12	109535484	109547774
NM_080840	PTPRA	chr20	2944923	3018779
NM_152381	XIRP2	chr2	167759992	168110636
NM_152379	C1orf131	chr1	231360024	231376887
NM_152380	TBX15	chr1	119427354	119474342
NM_152377	C1orf87	chr1	60456344	60538315
NM_152376	UBXN10	chr1	20517054	20517897
NM_152374	C1orf216	chr1	36181232	36181922
NM_152373	ZNF684	chr1	40998838	41013132
NM_152372	MYOM3	chr1	24383853	24435126
NM_017622	C17orf59	chr17	8092384	8093458
NM_002443	MSMB	chr10	51549584	51562400
NM_002442	MSI1	chr12	120783393	120806894
NM_002800	PSMB9	chr6	32822006	32827309
NM_003702	RGS20	chr8	54793575	54871018
NM_003701	TNFSF11	chr13	43148439	43181054
NM_003690	PRKRA	chr2	179296823	179315757
NM_003689	AKR7A2	chr1	19630718	19638618
NM_003688	CASK	chrX	41379672	41782241
NM_003687	PDLIM4	chr5	131593427	131607922
NM_003304	TRPC1	chr3	142443401	142525077
NM_003685	KHSRP	chr19	6414122	6424712
NM_015659	RSL1D1	chr16	11931643	11945369
NM_001258286	SLC38A9	chr5	54922321	54968447
NM_001003938	HBM	chr16	215996	216707
NM_001003936	TXNDC8	chr9	113065961	113100076
NM_001007267	PLA2R1	chr2	160803303	160918914
NM_022366	TFB2M	chr1	246704332	246729440
NM_022365	DNAJC1	chr10	22045615	22292363
NM_025221	KCNIP4	chr4	20731704	20884333
NM_023013	PRAMEF1	chr1	12853376	12856145
NM_001256787	PLEKHA5	chr12	19407991	19522721
NM_001166301	DHX40	chr17	57643032	57684533
NM_001166290	KCNJ11	chr11	17408465	17409377
NM_002565	P2RY4	chrX	69478376	69479474
NM_001203265	IL17RC	chr3	9958999	9975277
NM_001195578	TRPC5OS	chrX	111145077	111145413
NM_001195576	TRPC5OS	chrX	111145077	111145413
NM_001195573	DICER1	chr14	95556950	95599795
NM_003941	WASL	chr7	123324572	123388788
NM_001198840	RBM12	chr20	34240445	34243244
NM_001198838	RBM12	chr20	34240445	34243244
NM_001198836	RBM14	chr11	66384191	66393954
NM_001198834	PDE4DIP	chr1	144852353	144994731
NM_007084	SOX21	chr13	95363472	95364303
NM_001201573	NUBPL	chr14	32047228	32328386
NM_175609	ARFGAP1	chr20	61906932	61919225
NM_001197220	PDE4D	chr5	58270490	58571228
NM_001197219	PDE4D	chr5	58270490	58652672
NM_001199264	SGK2	chr20	42195135	42213656
NM_000805	GAST	chr17	39871688	39872124
NM_000941	POR	chr7	75583310	75615799
NM_000138	FBN1	chr15	48703186	48936966
NM_001143913	FAM76A	chr1	28052591	28087092
NM_001144012	TMX2	chr11	57480090	57507717
NM_000667	ADH1A	chr4	100197780	100212071
NM_000666	ACY1	chr3	52018080	52023091
NM_000575	IL1A	chr2	113532643	113541347
NM_000663	ABAT	chr16	8829596	8875287
NM_000662	NAT1	chr8	18079556	18080429
NM_000661	RPL9	chr4	39456162	39460059
NM_001267062	PLEKHB2	chr2	131878514	131904346
NM_001164673	DOK7	chr4	3465102	3494492
NM_181828	NF2	chr22	29999987	30079044
NM_181825	NF2	chr22	29999987	30079044
NM_001024466	SOD2	chr6	160103524	160114199
NM_001014979	C16orf93	chr16	30768796	30773069
NM_001017981	RNF215	chr22	30775588	30783302
NM_001017420	ESCO2	chr8	27633031	27660955
NM_001017418	SPRR2B	chr1	153043096	153043315
NM_001017417	CT45A1	chrX	134852701	134856795
NM_001126328	LNX1	chr4	54327073	54440169
NM_004445	EPHB6	chr7	142560985	142568657
NM_004346	CASP3	chr4	185550425	185559607
NM_002607	PDGFA	chr7	540080	558638
NM_002596	CDK18	chr1	205492295	205500506
NM_003635	NDST2	chr10	75562208	75568146
NM_003634	NIPSNAP1	chr22	29951923	29977071
NM_003633	ENC1	chr5	73930540	73932310
NM_032037	TSSK6	chr19	19625414	19626236
NM_002488	NDUFA2	chr5	140025171	140027168
NM_002486	NCBP1	chr9	100396163	100433481
NM_001080471	PEAR1	chr1	156873718	156884590
NM_001105528	CCDC178	chr18	30517974	30992052
NM_007203	PALM2-AKAP2	chr9	112542768	112930777
NM_007202	AKAP10	chr17	19809539	19880992
NM_003359	UGDH	chr4	39501762	39523132
NM_004020	DMD	chrX	31140035	31792238
NM_005008	NHP2L1	chr22	42070936	42078362
NM_004898	CLOCK	chr4	56301581	56348952
NM_025146	NAA50	chr3	113440606	113464796
NM_025145	WDR96	chr10	105889896	105992004
NM_025144	ALPK1	chr4	113298933	113362366
NM_025142	TAOK1	chr17	27778566	27870040
NM_025139	ARMC9	chr2	232070951	232209806
NM_001204211	TMEM235	chr17	76228104	76235873
NM_001134877	C14orf80	chr14	105957439	105965283
NM_001159746	ABR	chr17	909319	1028625
NM_001185097	INS	chr11	2181081	2182201
NM_001077711	KRTAP27-1	chr21	31709362	31709986
NM_001143889	BSDC1	chr1	32832222	32860015
NM_001165927	MKS1	chr17	56283439	56296872
NM_001199818	ARMCX5-GPRASP2	chrX	101969797	101972314
NM_002429	MMP19	chr12	56230819	56236614
NM_001165895	CD320	chr19	8367346	8373174
NM_001166004	APOBEC3H	chr22	39496283	39498563
NM_001166003	APOBEC3H	chr22	39496283	39498576
NM_002903	RCVRN	chr17	9801411	9808497
NM_005502	ABCA1	chr9	107546595	107665960
NM_005943	MOCS1	chr6	39876822	39895317
NM_006043	HS3ST2	chr16	22825931	22926883
NM_006042	HS3ST3A1	chr17	13399513	13504446
NM_005941	MMP16	chr8	89053688	89339435
NM_006041	HS3ST3B1	chr17	14204835	14248963
NM_006040	HS3ST4	chr16	25703738	26147569
NM_005940	MMP11	chr22	24115057	24125731
NM_005478	INSL5	chr1	67263695	67266904
NM_005474	HDAC5	chr17	42155743	42194883
NM_006850	IL24	chr1	207071177	207076404
NM_006832	FERMT2	chr14	53325094	53417286
NM_007310	COMT	chr22	19950199	19956259
NM_007309	DIAPH2	chrX	95940057	96724742
NM_007299	BRCA1	chr17	41197800	41276113
NM_007298	BRCA1	chr17	41197694	41276113
NM_007297	BRCA1	chr17	41197694	41258543
NM_007294	BRCA1	chr17	41197694	41276113
NM_017551	GRID1	chr10	87362029	88126149
NM_078469	BCCIP	chr10	127512126	127529928
NM_001004326	SLC22A20	chr11	64981343	64993167
NM_001127704	SERPINA1	chr14	94844785	94849574
NM_001143990	WRAP53	chr17	7591966	7606804
NM_001033571	AMZ2	chr17	66246328	66253110
NM_001166103	SPINT2	chr19	38755532	38782646
NM_001128203	PLA2G16	chr11	63342416	63381486
NM_001128202	TEX36	chr10	127344468	127371558
NM_001128179	NPHP1	chr2	110881367	110962545
NM_001161500	ZNF611	chr19	53208189	53219147
NM_001161476	WDR25	chr14	100847261	100996378
NM_001184987	NDUFC1	chr4	140213703	140216952
NM_001184986	NDUFC1	chr4	140213703	140216952
NM_001201536	TAF1A	chr1	222732001	222761905
NM_001201529	PCSK2	chr20	17207950	17462715
NM_001199388	EPB41L2	chr6	131179275	131277625
NM_000462	UBE3A	chr15	25584283	25653795
NM_000461	THRB	chr3	24164374	24270450
NM_000459	TEK	chr9	27109588	27229230
NM_000772	CYP2C18	chr10	96443576	96495201
NM_000771	CYP2C9	chr10	96698439	96748785
NM_000769	CYP2C19	chr10	96522462	96612671
NM_000770	CYP2C8	chr10	96796884	96829159
NM_000766	CYP2A13	chr19	41594376	41601846
NM_022570	CLEC7A	chr12	10271056	10282681
NM_152226	PPEF1	chrX	18725899	18845605
NM_032780	TMEM25	chr11	118402516	118405295
NM_032779	CCDC142	chr2	74701672	74709964
NM_130473	MADD	chr11	47295465	47350701
NM_007130	ZNF41	chrX	47306828	47326880
NM_007128	VPREB1	chr22	22599225	22599749
NM_001014796	DDR2	chr1	162688853	162750036
NM_003632	CNTNAP1	chr17	40834847	40850928
NM_001676	ATP12A	chr13	25254881	25285660
NM_001675	ATF4	chr22	39917450	39918607
NM_001674	ATF3	chr1	212788363	212792897
NM_001673	ASNS	chr7	97481570	97498468
NM_001672	ASIP	chr20	32848180	32856973
NM_001671	ASGR1	chr17	7076977	7081882
NM_001669	ARSD	chrX	2825311	2847316
NM_001670	ARVCF	chr22	19958750	19978317
NM_033178	DUX4	chr4	191012159	191013434
NM_001278059	LOC728637	chr5	131142928	131281198
NM_012137	DDAH1	chr1	85787134	85930728
NM_001243428	ERG	chr21	39755324	39947624
NM_001253852	AP4B1	chr1	114437686	114447339
NM_001253881	MED27	chr9	134735924	134955231
NM_001253876	UXS1	chr2	106710481	106746187
NM_001253875	UXS1	chr2	106710481	106810697
NM_001256896	DOK7	chr4	3494643	3495228
NM_001270410	LIN9	chr1	226420201	226485422
NM_003485	GPR68	chr14	91700296	91701394
NM_004041	ARRB1	chr11	74977206	75062651
NM_012470	TNPO3	chr7	128597308	128694824
NM_012467	TPSG1	chr16	1271787	1275252
NM_012466	TSPAN16	chr19	11406973	11437520
NM_012465	TLL2	chr10	98127844	98273442
NM_001143821	PLEKHA5	chr12	19282733	19522721
NM_001242397	TWF1	chr12	44189387	44200048
NM_001206389	FGF8	chr10	103530085	103534513
NM_198407	GHSR	chr3	172162950	172166203
NM_198396	CACNA1G	chr17	48638820	48704112
NM_001205329	JAM3	chr11	133938978	134019076
NM_001205319	NXN	chr17	704188	767290
NM_001205317	RIMS4	chr20	43384774	43438912
NM_001205316	STEAP4	chr7	87908712	87913584
NM_001205315	STEAP4	chr7	87908712	87913584
NM_001205296	TTF1	chr9	135251301	135275467
NM_001202560	WBSCR22	chr7	73097955	73112216
NM_001199319	PEX26	chr22	18561142	18570841
NM_001199298	UIMC1	chr5	176332282	176409616
NM_001199297	UIMC1	chr5	176332282	176409616
NM_001080413	NOBOX	chr7	144094332	144107320
NM_001080412	ZBTB38	chr3	141161230	141164818
NM_001080411	ZNF433	chr19	12125659	12146354
NM_001080410	FBXO41	chr2	73486109	73496758
NM_001079684	KIAA1191	chr5	175774602	175782723
NM_001127695	CTSA	chr20	44520207	44527089
NM_022068	PIEZO2	chr18	10671523	11148587
NM_021968	HIST1H4J	chr6	27791902	27792214
NM_022571	GPR135	chr14	59930459	59931944
NM_002982	CCL2	chr17	32582368	32583846
NM_001171136	ZBED1	chrX	2406675	2408760
NM_001171135	ZBED1	chrX	2406675	2408760
NM_001171134	FAM3A	chrX	153735141	153744096
NM_005643	TAF11	chr6	34846366	34855734
NM_005625	SDCBP	chr8	59477592	59494299
NM_013373	ZDHHC8	chr22	20119470	20132923
NM_001198983	C14orf80	chr14	105957439	105965283
NM_021955	GNGT1	chr7	93536058	93540230
NM_022055	KCNK12	chr2	47748045	47797470
NM_021954	GJA3	chr13	20716119	20717427
NM_022054	KCNK13	chr14	90528549	90651347
NM_020929	LRRC4C	chr11	40135919	40137842
NM_021027	UGT1A9	chr2	234580580	234681205
NM_022053	NXF2	chrX	101562040	101581428
NM_022053	NXF2	chrX	101615521	101634957
NM_012177	FBXO5	chr6	153292297	153304094
NM_016170	TLX2	chr2	74741933	74743316
NM_016167	NOL7	chr6	13615590	13621059
NM_015259	ICOSLG	chr21	45648916	45660700
NM_015235	CSTF2T	chr10	53457458	53459309
NM_016162	ING4	chr12	6760360	6772267
NM_001111020	SUPT5H	chr19	39936530	39967039
NM_001112704	VAX1	chr10	118893518	118897567
NM_001111322	DDX54	chr12	113596681	113623256
NM_001111309	PDE4A	chr19	10543110	10578297
NM_001122716	CXorf64	chrX	125953826	125955518
NM_001122681	SH3BP2	chr4	2822344	2835561
NM_001114172	PIK3R3	chr1	46509344	46597624
NM_001114171	FOSB	chr19	45971844	45976270
NM_001130017	ART3	chr4	76997042	77033672
NM_001258388	FAM173B	chr5	10227552	10249985
NM_001122674	ABCD3	chr1	94884034	94944106
NM_001042394	PTPN20A	chr10	46551732	46640605
NM_032681	TRIM51	chr11	55652904	55659108
NM_032638	GATA2	chr3	128199861	128205874
NM_032637	SKP2	chr5	36152364	36184113
NM_006767	LZTR1	chr22	21336660	21351637
NM_001099951	FAM166B	chr9	35562396	35563825
NM_001033570	AMZ2	chr17	66246328	66253110
NM_001044390	MUC1	chr1	155158610	155162634
NM_001044388	ZNF557	chr19	7075085	7083755
NM_001044387	ZNF557	chr19	7075085	7083755
NM_001044385	TMEM237	chr2	202488977	202508123
NM_001199900	PDK2	chr17	48172799	48183516
NM_000651	CR1	chr1	207669612	207812754
NM_000833	GRIN2A	chr16	9857005	10274268
NM_000832	GRIN1	chr9	140033938	140062294
NM_198433	AURKA	chr20	54945213	54963253
NM_173352	KRT78	chr12	53232896	53242714
NM_198181	GOLGA6L9	chr15	83098809	83105136
NM_198590	BSG	chr19	580433	582577
NM_001257344	BCS1L	chr2	219525710	219528109
NM_001257343	BCS1L	chr2	219525710	219528109
NM_001257342	BCS1L	chr2	219525710	219528109
NM_153341	RNF19B	chr1	33402406	33430286
NM_153340	ATXN7L2	chr1	110026575	110035222
NM_153339	PUSL1	chr1	1244023	1246759
NM_032024	C10orf11	chr10	77542733	78317046
NM_032023	RASSF4	chr10	45465650	45488777
NM_020127	TUFT1	chr1	151512842	151554183
NM_024840	ZNF613	chr19	52443554	52448990
NM_024838	THNSL1	chr10	25312152	25314384
NM_024837	ATP8B4	chr15	50152390	50399163
NM_020198	CCDC47	chr17	61824240	61843535
NM_021244	RRAGD	chr6	90077774	90121712
NM_024830	LPCAT1	chr5	1463765	1523959
NM_024828	CAAP1	chr9	26842298	26892713
NM_024827	HDAC11	chr3	13521847	13546183
NM_024825	PODNL1	chr19	14043517	14049015
NM_024824	ZC3H14	chr14	89029477	89078095
