gene	canonical	chrom	start	end
CEACAM1	NM_001712	19	42507305	42528509
NXN	NM_022463	17	799312	979758
RAD52	NM_001297419	12	911735	990041
PCDHB2	NM_018936	5	141094606	141097381
PCDH18	NM_019035	4	137518919	137532498
BSCL2	NM_001122955	11	62690261	62707707
SNCA	NM_000345	4	89724098	89838296
CD4	NM_001195014	12	6789471	6820810
SMIM18	NM_001206847	8	30638599	30645952
NR1H3	NM_005693	11	47248299	47269033
ATF4	NM_001675	22	39520558	39522686
EGFLAM	NM_001205301	5	38258408	38465480
TEPP	NM_199046	16	57976434	57988113
PSG4	NM_002780	19	43192701	43205774
TOGARAM2	NM_199280	2	28981297	29052230
RPE	NM_001318927	2	210002564	210022260
SCFD1	NM_016106	14	30622253	30735827
OR52B4	NM_001005161	11	4367262	4368386
OR52K2	NM_001005172	11	4449294	4450361
OR52M1	NM_001004137	11	4545190	4546144
OR52I2	NM_001005170	11	4586790	4587905
OR52I1	NM_001005169	11	4594038	4595013
SAMD4B	NM_018028	19	39342458	39384897
OR51E1	NM_152430	11	4643925	4655486
SELENOT	NM_016275	3	150603262	150630447
OR52R1	NM_001005177	11	4803432	4804380
OR51F2	NM_001004753	11	4821385	4822414
OR51S1	NM_001004758	11	4848236	4849208
OR51T1	NM_001004759	11	4881818	4882883
OR51A7	NM_001004749	11	4907369	4908308
OR51G2	NM_001005238	11	4914718	4915663
RASSF8	NM_001164746	12	25959030	26079892
OR51A4	NM_001005329	11	4946158	4947100
DROSHA	NM_013235	5	31400494	31532175
OR51L1	NM_001004755	11	4998982	4999930
OR52J3	NM_001001916	11	5046525	5047461
OR52E2	NM_001005164	11	5058649	5059627
OR52A5	NM_001005160	11	5131691	5132642
OR51V1	NM_001004760	11	5199734	5200700
PPP2R5D	NM_001270476	6	42984498	43012345
SERTAD4	NM_019605	1	210232849	210243095
OR51B5	NM_001005567	11	5342513	5505652
OR51B6	NM_001004750	11	5351507	5352446
OR51M1	NM_001004756	11	5389376	5390434
OR51Q1	NM_001004757	11	5422110	5423206
OR51I1	NM_001005288	11	5440541	5441553
OR51I2	NM_001004754	11	5453407	5454477
OR52D1	NM_001005163	11	5488684	5489748
UBQLNL	NM_145053	11	5514392	5516726
OR52H1	NM_001005289	11	5544560	5545523
OR52B6	NM_001005162	11	5580876	5581884
FAM120B	NM_001286379	6	170290702	170407071
NDUFS1	NM_005006	2	206123078	206159519
ELOA3D	NM_001242907	18	46962767	46964644
RNF165	NM_152470	18	46334223	46460820
ADIRF	NM_006829	10	86968430	86970909
ERO1B	NM_019891	1	236215121	236282039
ZNF516	NM_014643	18	76357681	76495190
OR56B1	NM_001005180	11	5736447	5737538
OR52N4	NM_001005175	11	5754692	5755729
YPEL5	NM_001127401	2	30146883	30160533
OR52N1	NM_001001913	11	5787853	5788816
OR52N2	NM_001005174	11	5820335	5821301
OR52E4	NM_001005165	11	5884292	5885231
OR56A3	NM_001003443	11	5947346	5948294
OR56A5	NM_001146033	11	5967552	5968494
OR52L1	NM_001005173	11	5985891	5986985
OR56A4	NM_001005179	11	6002050	6003148
OR56A1	NM_001001917	11	6026670	6027741
OR56B4	NM_001005181	11	6107683	6108835
OR52B2	NM_001004052	11	6169354	6170326
OR52W1	NM_001005178	11	6199223	6200186
SCHIP1	NM_014575	3	159273246	159897366
CAV3	NM_033337	3	8733799	8746765
CDK2	NM_001798	12	55966768	55972789
CAPZA3	NM_033328	12	18738110	18739188
PYCR3	NM_023078	8	143603223	143609614
ECM2	NM_001393	9	92493546	92536092
MAP2K5	NM_145160	15	67542682	67807117
DHFR2	NM_001195643	3	94057921	94063223
PLA2R1	NM_007366	2	159940748	160062615
CLEC2D	NM_001004419	12	9669707	9699555
RAPGEF4	NM_007023	2	172735796	173052892
MBNL1	NM_021038	3	152268467	152465780
TMEM222	NM_032125	1	27322144	27336400
BTBD10	NM_001297742	11	13387995	13463297
KRTAP9-2	NM_031961	17	41226647	41227652
SPAG6	NM_001253854	10	22345444	22417610
BMT2	NM_152556	7	112819146	112939877
METTL6	NM_152396	3	15409759	15427547
CEP57	NM_001243776	11	95790460	95832693
MICAL3	NM_015241	22	17787649	18024559
ILK	NM_001014795	11	6603707	6610874
CABP1	NM_001033677	12	120640618	120667324
CD101	NM_004258	1	117001749	117036551
GPA33	NM_005814	1	167052835	167090631
OR2AG2	NM_001004490	11	6768006	6768957
OR2AG1	NM_001004489	11	6785016	6786014
OR10A2	NM_001004460	11	6869754	6870666
OR10A4	NM_207186	11	6876624	6877619
OR2D3	NM_001004684	11	6921001	6921994
CH25H	NM_003956	10	89205936	89207314
PTP4A1	NM_003463	6	63572011	63583588
ZNF267	NM_001265588	16	31873757	31917308
ZFP36	NM_003407	19	39406846	39409412
VIP	NM_003381	6	152750796	152759766
UMOD	NM_001278614	16	20333050	20352878
CYB5R2	NM_001302826	11	7665094	7674243
AIP	NM_003977	11	67483028	67491108
OVCH2	NM_198185	11	7689923	7706394
TKTL1	NM_012253	X	154295673	154330363
KCNJ1	NM_153767	11	128838013	128867373
GCDH	NM_000159	19	12891128	12899999
TGFBRAP1	NM_004257	2	105249422	105329714
ATP8A1	NM_006095	4	42408374	42657105
TLR10	NM_030956	4	38772238	38782990
LACTB2	NM_016027	8	70637265	70669212
NSDHL	NM_001129765	X	152830966	152869363
SELENOP	NM_001093726	5	42799879	42812076
APCDD1	NM_153000	18	10454627	10488701
ZSCAN4	NM_152677	19	57668934	57679152
TCTEX1D1	NM_152665	1	66752456	66779047
ELOVL1	NM_001256399	1	43363396	43368074
CLTCL1	NM_007098	22	19179473	19291716
MRM2	NM_013393	7	2234290	2242198
TONSL	NM_013432	8	144428779	144444429
KCNK10	NM_138317	14	88180107	88326912
GSDMD	NM_001166237	8	143553386	143563061
ZNF143	NM_003442	11	9460964	9528524
NT5E	NM_002526	6	85449583	85495791
NME2	NM_001018137	17	51165434	51171744
GAGE6	NM_001476	X	49341182	49577753
GAGE5	NM_001475	X	49341189	49577757
KMT5B	NM_001300907	11	68154862	68213772
UGT2A1	NM_001252274	4	69588416	69653249
FAM192A	NM_024946	16	57152465	57186064
RMI1	NM_024945	9	83980721	84004072
C10orf88	NM_024942	10	122930902	122954403
FLT3LG	NM_001204502	19	49474208	49486231
ATG4D	NM_001281504	19	10543893	10553423
EIF3C	NM_001199142	16	28379581	28735729
PRPS1	NM_002764	X	107628423	107651026
MED31	NM_016060	17	6643312	6651634
PTPRK	NM_001291981	6	127968778	128520674
SYNJ2	NM_003898	6	157981855	158099175
NCOA2	NM_001321703	8	70109761	70404238
BARX2	NM_003658	11	129375985	129452279
TWF1	NM_001242397	12	43793722	43806375
PSMB10	NM_002801	16	67934503	67936877
ZDHHC14	NM_024630	6	157381524	157673945
RTL10	NM_024627	22	19846137	19854848
ZC3HAV1	NM_020119	7	139043519	139109719
SV2C	NM_014979	5	76083413	76353939
MRGBP	NM_018270	20	62796404	62801738
DENND4B	NM_014856	1	153929500	153946678
COA6	NM_001301733	1	234373436	234384049
SHMT2	NM_001166357	12	57229572	57234935
ZNF254	NM_001278677	19	24033404	24129967
MRAP	NM_178817	21	32291812	32314783
USP47	NM_001330208	11	11841422	11959325
BCS1L	NM_004328	2	218659655	218663443
DUSP12	NM_007240	1	161749767	161757164
CDH15	NM_004933	16	89171754	89195492
PRSS16	NM_005865	6	27247722	27256620
FSTL3	NM_005860	19	676388	683392
MRPL49	NM_004927	11	65122243	65127369
UBXN8	NM_005671	8	30744164	30767004
RAMP3	NM_005856	7	45157767	45184251
OSM	NM_001319108	22	30262827	30266843
ELN	NM_001278939	7	74027788	74069906
ZNF281	NM_001281293	1	200404946	200410058
AGAP3	NM_001350103	7	151085830	151144436
ABHD14B	NM_032750	3	51968509	51974630
NABP1	NM_001031716	2	191678071	191688522
MYBPC1	NM_002465	12	101594930	101685880
FSD1L	NM_001145313	9	105448033	105552433
MTPAP	NM_018109	10	30309800	30349338
FEZ1	NM_022549	11	125445744	125496310
SPINK6	NM_205841	5	148202793	148215137
LRRC69	NM_001129890	8	91102618	91219236
RAX	NM_013435	18	59267034	59273393
DAO	NM_001917	12	108880080	108900934
CALCB	NM_000728	11	15073599	15078631
AMN1	NM_001278412	12	31671136	31729174
MLH1	NM_000249	3	36993349	37050846
PEX3	NM_003630	6	143450780	143490614
FAM20C	NM_020223	7	192968	260774
TIE1	NM_005424	1	43300894	43323110
TNPO1	NM_002270	5	72816590	72914388
PUS10	NM_144709	2	60940412	61018259
PPP1R12A	NM_002480	12	79773562	79935455
IGFBP2	NM_000597	2	216632827	216664435
NPY2R	NM_000910	4	155208628	155217078
NCR3LG1	NM_001202439	11	17351761	17377321
C6orf183	NM_001277339	6	109236613	109270514
NPIPA5	NM_001351200	16	15363623	15378294
ICE2	NM_024611	15	60419608	60479160
SLC22A18	NM_001315501	11	2899720	2925246
GAB1	NM_207123	4	143336829	143474565
TGFB3	NM_003239	14	75958060	75983011
RELA	NM_021975	11	65653595	65662972
NSUN3	NM_022072	3	94062904	94131831
OTOG	NM_001277269	11	17547372	17645944
WNT7A	NM_004625	3	13818584	13880121
OLA1	NM_013341	2	174072446	174248670
MRGPRX3	NM_054031	11	18120954	18138480
MRGPRX4	NM_054032	11	18172836	18174280
LMAN2L	NM_001322352	2	96705929	96740092
POLI	NM_001351612	18	54269478	54321266
C17orf58	NM_181656	17	67991098	67993649
DVL1	NM_001330311	1	1335277	1349112
MID1	NM_001347733	X	10445309	10833690
DHRS13	NM_144683	17	28897780	28903071
SYNPR	NM_144642	3	63278237	63616921
SLAIN1	NM_001242868	13	77697853	77764242
FLCN	NM_144997	17	17212212	17237188
HSPB2	NM_001541	11	111912735	111914093
AMDHD2	NM_001145815	16	2520344	2530954
ZSCAN18	NM_023926	19	58083841	58118426
BABAM2	NM_001329114	2	27888708	28338900
DNAJC6	NM_001256864	1	65264693	65415869
IGSF22	NM_173588	11	18704304	18726230
PTPN5	NM_001278236	11	18727927	18792721
DSEL	NM_032160	18	67506581	67516730
MRGPRX1	NM_147199	11	18933812	18935002
MRGPRX2	NM_001303615	11	19054455	19060681
NCOA7	NM_001199620	6	125781160	125932030
CMTR2	NM_018348	16	71282299	71289715
CPPED1	NM_018340	16	12659798	12803887
LRRN3	NM_001099660	7	111091005	111125453
CSRP3	NM_003476	11	19182029	19210571
E2F8	NM_024680	11	19224062	19241655
PHTF2	NM_001127358	7	77798791	77957504
USP17L29	NM_001242332	4	9325164	9364721
CTAG1A	NM_139250	X	154585153	154619271
TSTD2	NM_139246	9	97600079	97633680
MTFMT	NM_139242	15	65001511	65029639
NLRP7	NM_001127255	19	54923508	54947505
VCY1B	NM_181880	Y	13985771	14056958
ZSCAN2	NM_181877	15	84601017	84623716
PPP2R2C	NM_020416	4	6320577	6563600
DBX1	NM_001029865	11	20156213	20160324
DPM1	NM_001317034	20	50934854	50958564
CEBPZ	NM_005760	2	37201630	37231597
LITAF	NM_004862	16	11547721	11586950
PITPNM1	NM_004910	11	67491767	67505372
SLC6A5	NM_004211	11	20599399	20655064
C14orf93	NM_021944	14	22986900	23010201
MTSS1	NM_001282971	8	124550769	124728507
PRKCA	NM_002737	17	66302807	66810744
CADM2	NM_001167674	3	84958981	86074429
EZH2	NM_004456	7	148807371	148884349
ANO5	NM_213599	11	22193175	22283367
LARP4	NM_001330415	12	50400808	50480005
ZBTB22	NM_005453	6	33314404	33317942
SERPINA12	NM_173850	14	94487273	94517844
TPPP2	NM_173846	14	21030185	21032173
PKN3	NM_013355	9	128702503	128720920
PSIP1	NM_033222	9	15464065	15511019
CBL	NM_005188	11	119206275	119308149
SLC5A12	NM_178498	11	26667018	26722027
FIBIN	NM_203371	11	26994080	26997085
UBE2M	NM_003969	19	58555711	58558976
NT5C1A	NM_032526	1	39659120	39672038
MRI1	NM_001031727	19	13764513	13774282
THAP7	NM_030573	22	20999771	21002115
NDFIP1	NM_030571	5	142108758	142154443
BPNT1	NM_006085	1	220057481	220089853
C15orf41	NM_001321761	15	36579602	36810260
KIF18A	NM_031217	11	28020615	28108199
ZNF302	NM_018675	19	34677638	34686397
SLC25A19	NM_001126121	17	75272979	75289449
ZSWIM6	NM_020928	5	61332272	61546172
PIK3CG	NM_002649	7	106865277	106908978
SLURP1	NM_020427	8	142740943	142742411
SLC30A3	NM_001318950	2	27254571	27275817
SLC25A37	NM_001317812	8	23528794	23575463
GATD1	NM_001318821	11	767222	777502
TVP23A	NM_001318873	16	10766675	10818794
PCGF3	NM_001317836	4	705740	770980
C6orf99	NM_001302839	6	158869866	158910353
PRAMEF33	NM_001291381	1	13303538	13308907
KLHL5	NM_015990	4	39044830	39126233
NUB1	NM_001243351	7	151341760	151378461
GZMM	NM_005317	19	544033	549920
ERBB4	NM_005235	2	211375716	212538628
CCDC73	NM_001008391	11	32602079	32794658
PRRG4	NM_024081	11	32829934	32858123
QSER1	NM_001076786	11	32893177	32980268
RFK	NM_018339	9	76385516	76394528
ZNF444	NM_018337	19	56141165	56160893
PI4K2B	NM_018323	4	25234030	25279209
SMG5	NM_001323616	1	156249223	156291498
RPS13	NM_001017	11	17074391	17077673
HIPK3	NM_005734	11	33256671	33357022
SLC14A1	NM_001146037	18	45724122	45752520
TPRN	NM_001128228	9	137191616	137200711
RAD50	NM_005732	5	132556923	132644621
KIAA1549L	NM_012194	11	33542330	33674100
SMPD4	NM_017951	2	130151391	130181757
STPG4	NM_173649	2	47086990	47155378
MOB3C	NM_201403	1	46607714	46616891
ABL1	NM_007313	9	130713880	130887675
RELT	NM_032871	11	73376359	73397474
ZNF816-ZNF321P	NM_001202473	19	52927134	52962911
DGKA	NM_001351034	12	55931161	55954023
PPHLN1	NM_016488	12	42326144	42448620
MTF2	NM_007358	1	93079234	93139081
PPIAL4D	NM_001164261	1	144372874	145242199
TCP1	NM_030752	6	159778497	159789703
PML	NM_033238	15	73994672	74047814
GLYCTK	NM_145262	3	52287819	52295256
DNAJC19	NM_001190233	3	180983709	180989774
OSR1	NM_145260	2	19351484	19358611
STYX	NM_145251	14	52730164	52774987
PDHX	NM_003477	11	34916129	34996128
CDK17	NM_001170464	12	96278260	96400588
RPLP0	NM_053275	12	120196699	120201211
KCNJ2	NM_000891	17	70169534	70180042
KCNJ5	NM_000890	11	128891417	128918056
IMPDH2	NM_000884	3	49024328	49029442
IL5	NM_000879	5	132541443	132543522
HSD3B1	NM_000862	1	119507202	119515058
GRM8	NM_001127323	7	126438597	127252374
TANK	NM_004180	2	161136954	161236172
ANKRD6	NM_001242811	6	89433177	89633834
ZNF322	NM_001242797	6	26634382	26659752
PRKAA1	NM_206907	5	40759378	40798195
PRB2	NM_006248	12	11391539	11395564
PPP5C	NM_006247	19	46346993	46390975
FJX1	NM_014344	11	35618186	35620873
FGF17	NM_003867	8	22042752	22048808
AGR3	NM_176813	7	16859405	16881989
TLCD1	NM_138463	17	28724347	28726931
LARP7	NM_001267039	4	112636963	112657592
NUDT3	NM_006703	6	34287195	34392680
TXNL4A	NM_001303471	18	79972866	80033935
RANGAP1	NM_001278651	22	41244776	41302213
BTD	NM_001323582	3	15601351	15647634
SAMHD1	NM_015474	20	36891823	36951843
PAK6	NM_001276718	15	40239090	40277487
DISC1	NM_001164537	1	231626814	232041273
UPK3A	NM_006953	22	45284986	45295874
COMMD6	NM_001287392	13	75525213	75549439
KEAP1	NM_203500	19	10486119	10503378
PORCN	NM_001282167	X	48508958	48520814
RNGTT	NM_003800	6	88609896	88963629
ANXA10	NM_007193	4	168092536	168187742
POLD3	NM_006591	11	74592529	74643060
HPS4	NM_001349898	22	26443108	26483863
PODNL1	NM_024825	19	13931186	13953392
TBC1D15	NM_001146214	12	71839706	71926849
UGT1A5	NM_019078	2	233712991	233773299
UGT1A7	NM_019077	2	233681937	233773299
UGT1A8	NM_019076	2	233617644	233773299
TUB	NM_003320	11	8038632	8106107
ALX4	NM_021926	11	44260727	44310166
ATP2B2	NM_001330611	3	10324022	10505690
WT1	NM_024426	11	32387775	32435535
TP53I11	NM_001258320	11	44932347	44951306
ZNF76	NM_003427	6	35259713	35295987
INS	NM_001185098	11	2159778	2161209
NRF1	NM_001293163	7	129611701	129757082
PLS1	NM_001172312	3	142596386	142713663
MPP5	NM_022474	14	67241294	67336061
CHRNB4	NM_000750	15	78624293	78641245
TMEM178B	NM_001195278	7	141074231	141480379
MAPK8IP1	NM_005456	11	45885495	45906465
NVL	NM_002533	1	224227333	224330189
NT5C1B	NM_001199087	2	18562870	18589580
ANGEL2	NM_001300755	1	212992181	213015875
LRG1	NM_052972	19	4537214	4540024
RPL39L	NM_052969	3	187120950	187139523
C1orf131	NM_152379	1	231223762	231241187
ERP27	NM_152321	12	14914026	14938549
PHF21A	NM_001101802	11	45929318	46121434
ASNS	NM_183356	7	97852116	97872542
PAIP1	NM_006451	5	43526267	43557419
DTNBP1	NM_183040	6	15522800	15663058
STC2	NM_003714	5	173314722	173329503
LY6D	NM_003695	8	142784881	142786592
RRP1	NM_003683	21	43789536	43804102
PDXK	NM_003681	21	43719096	43762307
CTSB	NM_147780	8	11842524	11868150
SLC8A1	NM_001351489	2	40112145	40512435
CABIN1	NM_001199281	22	24011314	24178628
APOC1	NM_001321066	19	44914246	44919349
LDOC1	NM_012317	X	141175745	141177214
KIAA1586	NM_020931	6	57046531	57055239
PINX1	NM_017884	8	10764960	10839899
CELF3	NM_007185	1	151700057	151716820
WDR87	NM_001291088	19	37884822	37906706
TPT1	NM_001286272	13	45333470	45341284
UBE2D3	NM_181892	4	102794382	102868893
LIMS3	NM_033514	2	109898431	110473075
FABP3	NM_001320996	1	31365252	31373288
PLXNB1	NM_002673	3	48403853	48430051
SPON2	NM_001199021	4	1166932	1208962
FBXO46	NM_001329632	19	45710628	45733171
CCHCR1	NM_001105564	6	31142438	31158238
CRLF2	NM_022148	Y	1190495	1212723
RBBP5	NM_005057	1	205086141	205122022
NUDT11	NM_018159	X	51490010	51496607
SLC4A1AP	NM_018158	2	27663470	27694980
PACSIN3	NM_001184975	11	47177521	47186459
NECAP1	NM_015509	12	8082210	8097777
CYB561A3	NM_001161454	11	61348747	61362283
ACP2	NM_001610	11	47239301	47248847
MED15	NM_001293237	22	20507541	20587632
PPM1B	NM_177968	2	44168802	44234603
SH3D19	NM_001009555	4	151120280	151228030
LPXN	NM_001143995	11	58526870	58578239
C1QTNF2	NM_031908	5	160347767	160370641
GFM2	NM_001281302	5	74721203	74767371
CIAPIN1	NM_020313	16	57428168	57447528
DOHH	NM_001145165	19	3490820	3500940
DRC3	NM_001130090	17	17972812	18016875
MXD3	NM_001142935	5	177305499	177312291
INO80B	NM_031288	2	74455022	74457960
FAM213A	NM_001243780	10	80407828	80432997
SFT2D3	NM_032740	2	127701022	127703833
KBTBD8	NM_032505	3	66998302	67011208
ZC3H8	NM_032494	2	112215862	112255087
TREX1	NM_016381	3	48465519	48467645
AP1M1	NM_001130524	19	16197853	16235345
PYURF	NM_032906	4	88520977	88523801
CINP	NM_032630	14	102348281	102362916
GRIN1	NM_007327	9	137139156	137168762
NXF5	NM_032946	X	101832111	101857577
SSX3	NM_021014	X	48346427	48356753
CRY2	NM_021117	11	45847117	45883248
LHCGR	NM_000233	2	48686773	48755741
LAMB3	NM_001017402	1	209614872	209652475
SLC39A13	NM_152264	11	47408494	47416501
PCDHB10	NM_018930	5	141192378	141195640
IDE	NM_001322795	10	92451683	92574095
BPTF	NM_182641	17	67825663	67984378
ZFR2	NM_015174	19	3804023	3869029
WWOX	NM_016373	16	78099412	79212667
HDAC9	NM_001321868	7	18086941	19002414
TACR1	NM_001058	2	75046462	75199519
PTGER2	NM_000956	14	52314297	52328604
PITPNC1	NM_181671	17	67377280	67697263
ALAD	NM_001003945	9	113386311	113401338
TRAT1	NM_016388	3	108822697	108855005
THUMPD1	NM_017736	16	20733665	20741964
ARPP19	NM_001330309	15	52547044	52569446
AP4B1	NM_006594	1	113894194	113905124
FOLR2	NM_000803	11	72216774	72221950
RARS	NM_002887	5	168486457	168519304
RALB	NM_002881	2	120252837	120294710
ASAH2	NM_019893	10	50187239	50248610
OR4X1	NM_001004726	11	48263860	48264778
CASP8	NM_001080125	2	201233442	201287711
OR4A47	NM_001005512	11	48488792	48489722
CAMK2G	NM_172171	10	73812500	73874591
GOLGA4	NM_002078	3	37243190	37366879
RAI2	NM_001172743	X	17800048	17861337
BCAT1	NM_005504	12	24810023	24949459
OR4C13	NM_001001955	11	49952390	49953419
FUT2	NM_000511	19	48695970	48705934
TRIM48	NM_024114	11	55262181	55271119
OR4A16	NM_001005274	11	55343200	55344187
OR4A15	NM_001005275	11	55367883	55368918
OR4C15	NM_001001920	11	55554306	55555419
OR4C16	NM_001004701	11	55572127	55573060
OR4S2	NM_001004059	11	55650903	55651839
OR5D14	NM_001004735	11	55795555	55796500
CUL4B	NM_003588	X	120524590	120575829
OR5F1	NM_003697	11	55993680	55994625
OR5AS1	NM_001001921	11	56030418	56031393
OR8I2	NM_001003750	11	56093307	56094240
OR8H3	NM_001005201	11	56122372	56123311
OR8J3	NM_001004064	11	56136770	56137718
OR8K5	NM_001004058	11	56159393	56160317
OR5T2	NM_001004746	11	56232105	56233185
OR5T3	NM_001004747	11	56252199	56253222
OR5T1	NM_001004745	11	56275638	56276619
GLB1L3	NM_001080407	11	134276380	134319564
OR8K1	NM_001002907	11	56346038	56346998
OR8J1	NM_001005205	11	56360214	56361288
OR8U1	NM_001005204	11	56375623	56376553
OR5M3	NM_001004742	11	56469487	56470538
NFIA	NM_001134673	1	61077273	61462788
OR5M10	NM_001004741	11	56576773	56577721
OR5M1	NM_001004740	11	56612554	56613502
OR9G1	NM_001005213	11	56700387	56701305
OR9G9	NM_001013358	11	56700387	56701305
OR9G4	NM_001005284	11	56742827	56743811
OR5AK2	NM_001005323	11	56988913	56989843
PRPF38A	NM_032864	1	52404546	52418320
RPL9	NM_001024921	4	39454124	39458948
TNFSF8	NM_001244	9	114893342	114930595
CEBPD	NM_005195	8	47736913	47738164
HSF2	NM_004506	6	122399550	122433119
THOC1	NM_005131	18	214519	268059
ZNF383	NM_001345949	19	37217925	37243924
ZNF331	NM_018555	19	53520922	53580269
PPP4R2	NM_174907	3	72996742	73069201
DLGAP5	NM_001146015	14	55148115	55191678
APAF1	NM_181861	12	98645299	98735433
COX11	NM_004375	17	54961205	54968785
BTBD18	NM_001145101	11	57743513	57751781
NEDD4L	NM_001144967	18	58044377	58401540
FAM213B	NM_001195736	1	2586749	2591469
NGLY1	NM_018297	3	25718943	25790039
BORCS8	NM_001145783	19	19176903	19192591
CCDC36	NM_178173	3	49198427	49258104
AGAP5	NM_001144000	10	73674274	73697796
FKBP7	NM_181342	2	178463663	178478628
SLC39A5	NM_173596	12	56230035	56237845
FKBP2	NM_004470	11	64240940	64244135
STAT6	NM_001178078	12	57095404	57111413
SEMA6C	NM_001178061	1	151131686	151146664
OR9Q1	NM_001005212	11	58023880	58181566
OR6Q1	NM_001005186	11	58030952	58031906
BCL2L11	NM_001204108	2	111120913	111168445
OR1S1	NM_001004458	11	58214744	58215722
OR10Q1	NM_001004471	11	58227881	58228918
OR10W1	NM_207374	11	58266791	58268260
OR5B2	NM_001005566	11	58422264	58423313
OR5B12	NM_001004733	11	58439119	58440173
OR5B21	NM_001005218	11	58507175	58508105
FLI1	NM_001271010	11	128686534	128813267
G2E3	NM_017769	14	30559122	30620061
PRSS48	NM_183375	4	151277172	151291453
NEK1	NM_001199397	4	169393269	169612627
NELL2	NM_001145108	12	44508274	44913928
FAM111B	NM_198947	11	59107184	59127416
RANBP3	NM_007322	19	5916140	5978309
STAT2	NM_005419	12	56341597	56360253
MPEG1	NM_001039396	11	59208509	59213021
OR5A2	NM_001001954	11	59421978	59422953
OR5A1	NM_001004728	11	59443168	59444116
OR4D6	NM_001004708	11	59456960	59457905
OR4D10	NM_001004705	11	59477429	59478365
OR4D9	NM_001004711	11	59514912	59515857
OTOS	NM_148961	2	240139028	240140656
EPN2	NM_014964	17	19237376	19336715
OR10V1	NM_001005324	11	59712915	59713845
C11orf97	NM_001190462	11	94512528	94532123
MS4A3	NM_006138	11	60056627	60071115
FGF1	NM_000800	5	142592177	142698070
GNG8	NM_033258	19	46634075	46634682
MS4A6E	NM_139249	11	60334881	60340968
MS4A14	NM_001261828	11	60396013	60417755
TRIM7	NM_203297	5	181193923	181205293
MRFAP1	NM_033296	4	6640090	6642743
MS4A13	NM_001012417	11	60515412	60542718
NRP1	NM_003873	10	33177490	33334905
MS4A15	NM_001098835	11	60756866	60776731
MS4A10	NM_206893	11	60785347	60801305
ZP1	NM_207341	11	60867541	60875691
SULT2A1	NM_003167	19	47870465	47886397
VPS4B	NM_004869	18	63389191	63422519
MCEMP1	NM_174918	19	7677056	7679833
UBR1	NM_174916	15	42942899	43106088
UFM1	NM_001286706	13	38349770	38363007
USP14	NM_005151	18	158482	213739
PGA3	NM_001079807	11	61203512	61212869
CSNK1E	NM_152221	22	38290690	38318084
IGSF3	NM_001007237	1	116574397	116667755
CLUH	NM_015229	17	2689385	2711633
LRTM2	NM_001163925	12	1820266	1836752
MAJIN	NM_001318808	11	64938229	64972091
KLK11	NM_144947	19	51022230	51028034
ZNF134	NM_003435	19	57614218	57624717
C1orf50	NM_024097	1	42767244	42775742
DSCC1	NM_024094	8	119833940	119855930
TMEM109	NM_024092	11	60913898	60923443
MCFD2	NM_001171508	2	46901869	46941855
LRRC10B	NM_001145077	11	61508799	61511018
SYT7	NM_001252065	11	61513715	61580872
TMPRSS15	NM_002772	21	18269115	18403653
SLMAP	NM_001304420	3	57757255	57930016
FLOT1	NM_005803	6	30727708	30742851
ABCG1	NM_207627	21	42199688	42297244
FADS2	NM_004265	11	61816202	61867354
SLC35C2	NM_001281460	20	46349527	46364458
HYPM	NM_012274	X	37990816	37991317
HYAL4	NM_012269	7	123845168	123877477
SYNGR3	NM_004209	16	1989944	1994275
CDC25C	NM_001318098	5	138285264	138338355
SEPT7	NM_001788	7	35800985	35907105
RPL10	NM_001303625	X	154398064	154402339
KIR2DL4	NM_002255	19	54803611	54814517
DYRK2	NM_006482	12	67648731	67662664
SOAT2	NM_003578	12	53103489	53124539
ASRGL1	NM_001083926	11	62337301	62393415
DNAJC13	NM_001329126	3	132417659	132539032
DNAJC16	NM_015291	1	15526812	15571733
EML3	NM_153265	11	62602218	62612765
LCA5L	NM_152505	21	39405843	39444202
GRM1	NM_001278065	6	146027781	146437598
B3GAT3	NM_001288723	11	62615295	62622175
LMCD1	NM_001278235	3	8501806	8568125
PSMG1	NM_001320795	21	39175445	39183514
ELF2	NM_001331036	4	139057258	139177218
C11orf98	NM_001286086	11	62662816	62665216
UBXN1	NM_015853	11	62676497	62679117
RGS9	NM_003835	17	65137337	65227703
TMEM246	NM_001303107	9	101473157	101487221
LIPI	NM_198996	21	14108813	14210891
WDR75	NM_001303096	2	189441432	189475562
SLC30A5	NM_022902	5	69093948	69131072
TAF6L	NM_006473	11	62771302	62787341
NDUFAF3	NM_199069	3	49020474	49023493
ZNF35	NM_003420	3	44648740	44660791
CNBP	NM_001127192	3	129167814	129183967
STX5	NM_001244666	11	62806859	62832091
WDR74	NM_018093	11	62832904	62840156
SPATA24	NM_194296	5	139396766	139404087
SLC16A9	NM_001323981	10	59650763	59710079
LYPD6	NM_001195685	2	149329984	149474145
TNFSF12-TNFSF13	NM_172089	17	7549057	7561608
TNFSF13	NM_003808	17	7558291	7561608
SLC22A6	NM_004790	11	62976596	62985023
PYHIN1	NM_152501	1	158931546	158977059
CXorf56	NM_001170569	X	119538148	119565434
SLC22A24	NM_001136506	11	63079939	63144221
SLC22A10	NM_001039752	11	63289957	63311774
LEPROT	NM_017526	1	65420447	65436007
MPHOSPH8	NM_017520	13	19633647	19673459
NDUFV2	NM_021074	18	9102629	9134345
MTMR3	NM_021090	22	29883168	30030868
