chrom	gene	start	end
1	PADI6	17372196	17401699
1	PRAMEF6	12938472	12947580
1	PRAMEF2	12857086	12861909
1	PADI1	17205126	17246005
1	PRAMEF11	12824605	12831410
1	PRAMEF1	12791397	12796628
1	PRAMEF12	12774841	12777906
1	THAP3	6624866	6635586
1	FBXO42	16246839	16352454
1	NOL9	6521347	6554535
1	CASZ1	10636604	10796650
1	C1orf127	10946471	10982037
1	MASP2	11026523	11047233
1	CPTP	1324756	1328897
1	NECAP2	16440672	16460078
1	TNFRSF1B	12167003	12209228
1	DFFA	10456522	10472526
1	KIAA2013	11919591	11926428
1	ECE1	21217247	21345572
1	MRPL20	1401908	1407313
1	STX12	27773183	27824452
1	MXRA8	1352689	1361777
1	SZRD1	16352575	16398145
1	ZBTB48	6580001	6589280
1	MIIP	12019466	12032045
1	CPLANE2	16231700	16237162
10	STAMBPL1	88879734	88975153
10	CYP2C8	95036772	95069497
10	FAS	88990582	89015785
10	COL17A1	104031286	104085957
10	STN1	103882542	103918205
10	CALHM2	103446786	103452402
10	VPS26A	69123512	69172861
10	HTRA1	122458551	122514908
10	TAF5	103367967	103389065
10	MSRB2	23095506	23122013
10	CSGALNACT2	43138486	43185308
10	GOLGA7B	97850239	97871580
10	AL355315.1	97584374	97673910
10	HMX3	123135962	123137741
10	MARCH8	45454585	45594906
10	PDCD4	110871795	110900006
10	OR13A1	45302298	45315608
10	AP3M1	74120255	74151063
10	AC067752.1	62520448	62672011
10	GFRA1	116056925	116273467
10	DIP2C	274190	689668
10	TBC1D12	94402504	94535930
10	MINPP1	87504875	87553460
10	UNC5B	71212570	71302864
10	PCBD1	70882280	70888784
10	IKZF5	122990806	123008817
10	TACR2	69403903	69416867
10	ZNF33B	42574185	42638568
10	TMEM26	61406643	61453450
10	RASGEF1A	43194535	43266919
10	RET	43077027	43130351
10	ATAD1	87751512	87841343
10	C10orf105	71711702	71737824
10	NEBL	20779973	21174187
10	WDFY4	48684876	48982956
10	PDSS1	26697659	26746798
10	RGS10	119499828	119542708
10	DKK1	52314296	52318042
10	PRKG1	50990891	52298350
10	TNKS2	91798312	91865276
10	UPF2	11920022	12043170
10	SFXN4	119140767	119165667
10	ACSM6	95194200	95228928
10	ADAMTS14	70672803	70762441
10	KIF1BP	68988721	69043544
10	SYT15	46578217	46594173
10	LOXL4	98247690	98268250
10	CCDC172	116324428	116380029
10	LIPJ	88586753	88606976
10	RNLS	88273864	88584530
10	CDH23	71396934	71815947
10	CUZD1	122832149	122850793
10	PTEN	87863113	87971930
10	MTRNR2L7	37601440	37602974
10	INA	103277163	103290351
10	GSTO1	104235356	104267459
10	LIPN	88761406	88778242
10	FAM24B	122849078	122879641
10	HKDC1	69220303	69267559
10	PDCD11	103396626	103446292
10	OTUD1	23439458	23442390
10	NODAL	70432315	70447951
10	EIF4EBP2	70404379	70428618
10	NHLRC2	113854661	113917194
10	FAM25A	87020306	87024730
10	SNCG	86958618	86963260
10	ADIRF	86968192	86983934
10	ATE1	121740421	121928801
10	MMRN2	86935540	86969481
10	CASP7	113679162	113730907
10	PPA1	70202830	70233911
10	DDX21	68956128	68985073
10	PDE6C	93612588	93666010
10	FRA10AC1	93667883	93702572
10	NSMCE4A	121957088	121975217
10	NPFFR1	70247329	70283676
10	ANKRD30A	37125788	37384111
10	LIPF	88664441	88678814
10	KLLN	87859161	87863437
10	NOC3L	94333226	94362959
10	RHOBTB1	60869438	61001440
10	SLK	103967201	104029233
10	FAM160B1	114821744	114899832
10	PDLIM1	95237572	95291024
10	AL583836.1	94688154	94853073
10	CYP2C18	94683621	94736190
10	CYP2C19	94762681	94853205
10	LIPK	88724544	88752786
10	CABCOCO1	61662961	61766766
10	KIN	7750962	7787981
10	STOX1	68827541	68895432
10	NPY4R	46461099	46465881
10	LRIT2	84220495	84225589
10	COMMD3	22315974	22320308
10	HOGA1	97584323	97612802
10	CASC10	21492658	21497262
10	ZNF37A	38094334	38150293
10	TUBB8	46892	74163
10	CNNM1	99329099	99394330
10	ATP5F1C	7788129	7807815
10	CFAP43	104129888	104232362
10	SFR1	104122058	104126385
10	ACTA2	88935074	88991339
10	ZNF365	62374192	62670301
10	LARP4B	806914	931705
10	GSTO2	104268873	104304945
10	PNLIPRP3	116427867	116477957
10	TRUB1	114938193	114977676
10	HNRNPF	43385617	43409166
10	CYP2C9	94938658	94989391
10	ATRNL1	115093365	115948992
10	ZMYND11	134465	254637
10	MMP21	125766453	125775821
10	ITPRIP	104309698	104338448
10	CHUK	100188298	100229619
10	ZDHHC16	97446131	97457370
10	TSPAN14	80454166	80533123
10	LRRC18	48909483	48914232
10	APBB1IP	26438203	26567803
10	KCNIP2	101825974	101843920
10	FRMPD2	48153088	48274870
10	SLC39A12	17951839	18043292
10	SGMS1	50305586	50625163
10	FUT11	73772291	73780251
10	SEC24C	73744384	73772161
10	ECHDC3	11742366	11764070
10	PNLIP	116545931	116567855
10	ANKRD22	88822132	88851818
10	LIPM	88802730	88820546
10	ARID5B	61901300	62096944
10	CDK1	60778331	60794852
10	CALHM1	103453387	103458888
10	GPRIN2	46549044	46555530
10	PLEKHS1	113751454	113783429
10	BTBD16	122271306	122338162
10	LRRC20	70298970	70382650
10	DCLRE1A	113834725	113854383
10	SORCS1	106573663	107164534
10	PAPSS2	87659613	87747705
10	PLEKHA1	122374696	122442602
10	CEP55	93496632	93529092
10	WAPL	86435256	86521815
10	MRLN	59736692	59756041
10	C1QL3	16513743	16522005
10	ANXA8L1	46375627	46391784
10	OAT	124397303	124418976
10	CCDC7	32446140	32882874
10	SH3PXD2A	103594027	103855543
10	VSIR	71747559	71773498
10	SLC29A3	71319258	71381423
10	VWA2	114239330	114291513
10	PLCE1	94030812	94332823
10	TDRD1	114179270	114232304
10	SLC35G1	93893973	93956062
10	MPP7	28050993	28334486
10	AGAP6	49982190	50010499
10	FANK1	125896539	126009592
10	BCCIP	125823546	125853695
10	UTF1	133230274	133231558
10	C10orf120	122697709	122699822
10	ABLIM1	114431113	114685003
10	SGPL1	70815961	70881173
10	NUTM2A	87225448	87236908
10	EDRF1	125719515	125764143
10	CNNM2	102918293	103090221
10	GJD4	35605410	35608935
10	NT5C2	103088017	103193306
10	RBP4	93591687	93601744
10	FFAR4	93566665	93604480
10	SORCS3	104641101	105265235
10	CFAP58	104353764	104455090
10	FXYD4	43371642	43376335
10	PSTK	122954381	122997513
10	FAM24A	122910701	122913111
10	BMS1	42782801	42834937
10	CALHM3	103472804	103479240
10	KCNMA1	76869601	77638369
10	C10orf88	122930903	122954403
10	HK1	69269984	69401884
10	NEURL1	103493979	103592552
10	CCDC186	114120862	114174232
10	GLUD1	87050486	87094866
10	SHLD2	87094161	87191468
10	PALD1	70478821	70568449
10	PARD3	34109560	34815325
10	PTF1A	23192327	23194252
10	PCGF6	103302796	103351144
10	C10orf67	23201916	23344845
10	SLC16A9	59650761	59736002
10	HELLS	94501434	94613905
10	ARMS2	122454653	122457352
10	CCDC6	59788763	59906656
10	OPN4	86654557	86666848
10	GOT1	99396870	99431569
10	RSU1	16590611	16817528
10	H2AFY2	70052796	70112280
10	AIFM2	70098223	70132934
10	LDB3	86668449	86736068
10	PTER	16436943	16513745
10	GRID1	85599555	86366493
10	CTBP2	124984317	125161170
10	PRR26	649948	669581
10	AL117339.5	38094368	38360098
10	ADRB1	114044056	114046908
10	RTKN2	62183035	62268707
10	ZRANB1	124942123	124988189
10	CCAR1	68721012	68792377
10	RGR	84245053	84259960
10	WNT8B	100463041	100483744
10	CUL2	35008551	35090642
10	ZFAND4	45615501	45672780
10	DMBT1	122560665	122643736
10	PRF1	70597348	70602775
10	ZNF25	37949572	37976633
10	BMPR1A	86756601	86932838
10	ABRAXAS2	124801785	124836670
10	PAX2	100735603	100829941
10	PLPP4	120456954	120589855
10	PRXL2A	80407829	80437115
10	ARHGAP22	48446034	48656265
10	DCLRE1C	14897359	14954432
10	TET1	68560656	68694482
10	ANKRD16	5861617	5889906
10	MYPN	68106117	68212017
10	NUTM2B	79703227	79714681
10	P4HA1	73007217	73096974
10	MXI1	110207605	110287365
10	FRG2B	133623895	133626795
10	LRMDA	75431453	76560167
10	CHCHD1	73782047	73783652
10	ATOH7	68230624	68232103
10	NDST2	73801911	73811798
10	HNRNPH3	68331174	68343191
10	AC022400.6	73796514	73811651
10	ZSWIM8	73785582	73801797
10	RUFY2	68341107	68407294
10	SUFU	102503987	102633535
10	PBLD	68282660	68333049
10	CALML3	5524009	5526771
10	TUBGCP2	133278630	133312337
10	ARHGAP19-SLIT1	97153045	97292637
10	DLG5	77790791	77926526
10	GPAM	112149864	112215377
10	KIAA1217	23694746	24547848
10	PHYHIPL	59176590	59247774
10	NRG3	81875314	82987179
10	SH2D4B	80537902	80646560
10	MORN4	97614553	97633500
10	JCAD	30012800	30115494
10	CCNY	35247025	35572669
10	HPS1	98416198	98446947
10	CPXM2	123706207	123940267
10	UBE2D1	58334975	58370753
10	COL13A1	69801867	69964275
10	IDE	92451684	92574076
10	CAMK2G	73812501	73874591
10	CPEB3	92046692	92291087
10	NUTM2D	87357668	87370695
10	SRGN	69088106	69104811
10	LGI1	93757809	93806272
10	RPEL1	103245887	103248016
10	NKX1-2	124445239	124450184
10	SCD	100347124	100364834
10	SFRP5	97766751	97771952
10	ITIH5	7559270	7666998
10	AGAP4	45825594	45853875
10	IPMK	58191517	58267934
10	BBIP1	110898730	110919274
10	TBATA	70771239	70785401
10	ARMC3	22928024	23038523
10	CHST15	124007666	124093607
10	CAMK1D	12349482	12835545
10	FGFR2	121478334	121598458
10	CRTAC1	97865000	98030828
10	GHITM	84139440	84153245
10	ZFYVE27	97737121	97760907
10	CREM	35126791	35212958
10	ACBD7	15077523	15088776
10	ABCC2	99782640	99852594
10	ZNF32	43643859	43648856
10	SMNDC1	110290730	110304951
10	MRC1	17809344	17911170
10	SLC16A12	89430299	89556641
10	ACBD5	27195214	27242130
10	PPP2R2D	131900644	131959834
10	AL365273.2	95860548	95924844
10	SPRN	133420666	133424572
10	ADARB2	1177318	1737476
10	CALY	133324072	133336935
10	LRRTM3	66926006	67099830
10	ARHGAP19	97222173	97292673
10	SHTN1	116881482	117126586
10	TWNK	100987367	100994401
10	AL157392.5	13610047	13655929
10	TEX36	125576522	125683144
10	HPSE2	98457077	99235862
10	EEF1AKMT2	124748149	124791870
10	FAM171A1	15211643	15371062
10	CDHR1	84194635	84219621
10	BUB3	123154277	123170467
10	ANKRD2	97572499	97583884
10	OLAH	15032227	15073852
10	ACADSB	123008979	123058311
10	PIK3AP1	96593312	96720514
10	PCDH15	53802771	55627942
10	EXOC6	92834713	93059493
10	AFAP1L2	114294824	114404756
10	ZNF248	37776526	37858106
10	ANK3	60026298	60733490
10	PIP4K2A	22534849	22714555
10	KIF5B	32009010	32056431
10	MSS51	73423579	73433561
10	MAT1A	80271820	80289684
10	OGA	101784443	101818465
10	SUPV3L1	69180232	69209099
10	ZNF33A	38010650	38065088
10	ATP5MD	103389041	103396492
10	TYSND1	70137981	70146676
10	ITGB1	32900319	33005792
10	FAM13C	59246129	59363181
10	ITGA8	15513949	15720125
10	LHPP	124461834	124617888
10	AC068896.1	124617080	124791727
10	MSMB	46033307	46046269
10	TIMM23	45972449	46003734
10	YME1L1	27110112	27155266
10	ZNF22	45000475	45005326
10	ANKRD26	26991914	27100498
10	ARHGAP12	31805404	31928876
10	HHEX	92689951	92695646
10	WDR11	120851175	120909524
10	PLAU	73909177	73917497
10	RBM20	110644397	110839469
10	C10orf55	73909969	73922777
10	NEUROG3	69571698	69573238
10	AL133353.2	99651595	99732112
10	TLL2	96364606	96513918
10	NKX2-3	99532933	99536524
10	BORCS7-ASMT	102854272	102901899
10	DDX50	68901278	68946847
10	FAM53B	124619292	124744269
10	OPTN	13099449	13138308
10	EBLN1	22208814	22210021
10	PKD2L1	100288154	100330486
10	SFMBT2	7158624	7411486
10	CWF19L1	100232298	100267680
10	RPP38	15097180	15139818
10	SAR1A	70147289	70170523
10	CUBN	16823966	17129817
10	MCM10	13161554	13211104
10	C10orf99	84173738	84185294
10	EPC1	32267751	32378798
10	MTPAP	30309801	30374448
10	TMEM72	44911200	44937002
10	DEPP1	44970981	44978810
10	AKR1C2	4987400	5018031
10	SLC25A28	99610522	99620609
10	OPALIN	96343216	96359365
10	HECTD2	91409280	91514829
10	FZD8	35638249	35642278
10	NRP1	33177492	33336262
10	PHYH	13277796	13302412
10	UCMA	13221767	13234334
10	BICC1	58513140	58831437
10	PYROXD2	98383565	98415184
10	NDUFB8	100523740	100530000
10	HIF1AN	100529072	100559998
10	SEC31B	100486642	100519864
10	AL133352.1	100505628	100529881
10	AVPI1	97677424	97687323
10	BLOC1S2	100273280	100286712
10	MTRNR2L5	55599303	55600041
10	MARVELD1	97713173	97718152
10	MYOF	93306429	93482317
10	SEC23IP	119892711	119944658
10	SPAG6	22345445	22454224
10	ANTXRL	46286345	46330207
10	TFAM	58385022	58399221
10	LRIT1	84231593	84241461
10	GPR26	123666355	123694607
10	ZWINT	56357228	56361275
10	PFKFB3	6144934	6254644
10	ALOX5	45374176	45446119
10	NSUN6	18545561	18659285
10	CACNB2	18140677	18543557
10	HSPA14	14838160	14871741
10	NUTM2E	79841358	79850878
10	PRLHR	118589989	118595699
10	GDF2	47322490	47326270
10	SFXN3	101031234	101041244
10	KAT6B	74824927	75032624
10	TACC2	121989174	122254545
10	CISD1	58269058	58289586
10	NCOA4	46005088	46030714
10	MASTL	27154824	27186924
10	SFTPA2	79555852	79560402
10	CCNJ	96043394	96060870
10	MFSD13A	102461395	102477045
10	SIRT1	67884669	67918390
10	PRPF18	13586927	13630868
10	CCSER2	84328558	84518521
10	MEIG1	14959439	14988050
10	ANXA7	73375101	73414076
10	TSPAN15	69451473	69507669
10	TM9SF3	96518109	96587452
10	SUV39H2	14878820	14904315
10	RBM17	6088987	6117457
10	CUTC	99702558	99756134
10	ZNF487	43436841	43483179
10	ENTPD7	99659506	99706240
10	FBXW4	101610664	101695295
10	ASAH2B	50739318	50816495
10	EIF5AL1	79512601	79516440
10	PWWP2B	132397168	132417863
10	MINDY3	15778170	15860520
10	ITIH2	7703269	7749520
10	COMMD3-BMI1	22316388	22329542
10	BMI1	22321211	22331484
10	DNAJC1	21756537	22003769
10	KIF11	92593286	92655395
10	SVIL	29457338	29736781
10	LYZL1	29289061	29318328
10	PLXDC2	19816239	20289856
10	NRAP	113588716	113664127
10	SYNPO2L	73644881	73663803
10	ADD3	109996368	110135565
10	PDZD8	117277274	117375467
10	KCNK18	117197489	117210299
10	WDR37	1049538	1132384
10	ANAPC16	72216000	72235860
10	SLC18A3	49610301	49612720
10	LCOR	96832282	96995959
10	TAF3	7818504	8016627
10	IFIT3	89327894	89340971
10	AKR1C3	5035354	5107686
10	CH25H	89205629	89207314
10	ERCC6	49455368	49539538
10	ARMH3	101845599	102056193
10	SHOC2	110919547	111013667
10	MLLT10	21524675	21743630
10	UBTD1	97498868	97571209
10	PPP3CB	73436428	73496024
10	BTRC	101354033	101557321
10	C10orf90	126424997	126670446
10	OGDHL	49734643	49762379
10	DUPD1	75037836	75058514
10	ENO4	116849512	116911788
10	HSPA12A	116671192	116850236
10	TCERG1L	131092391	131311721
10	SORBS1	95311771	95561414
10	LDB1	102107560	102120453
10	ZEB1	31318495	31529814
10	TMEM254	80078646	80092557
10	CSTF2T	51695487	51699591
10	PCGF5	91163012	91284331
10	MRPS16	73248843	73252693
10	OIT3	72893581	72933033
10	DPCD	101570560	101609668
10	ZCCHC24	79382325	79445627
10	COMTD1	75233969	75236030
10	TCF7L2	112950250	113167678
10	FAM107B	14518557	14774897
10	MCMBP	119829404	119892556
10	VSTM4	49014245	49115509
10	BTAF1	91923769	92030325
10	SLC25A16	68477999	68527474
10	FBH1	5890203	5937594
10	NANOS1	119029716	119033732
10	R3HCC1L	98134624	98244897
10	CCDC3	12896625	13099652
10	MMS19	97458324	97498794
10	PI4K2A	97640686	97676434
10	CYP26C1	93060808	93069536
10	TIAL1	119571802	119597029
10	NPM3	101781325	101783413
10	CDNF	14819250	14838575
10	FAM25C	47995355	47999791
10	NPY4R2	47918739	47923524
10	USP6NL	11453946	11611754
10	GRK5	119207589	119459742
10	MAPK8	48306639	48439360
10	EXOSC1	97436142	97446017
10	KLF6	3775996	3785281
10	SFTPD	79937740	79982614
10	ARL3	102673731	102714407
10	CFAP70	73253759	73358859
10	NUDT13	73110375	73131828
10	TRIM8	102642310	102660680
10	MYO3A	25934071	26212536
10	EIF3A	119033670	119080823
10	PRAP1	133347146	133352683
10	STAM	17644125	17715914
10	C10orf62	97589727	97590934
10	CYP26A1	93073475	93077890
10	ERLIN1	100150094	100188334
10	USP54	73497538	73625953
10	INPP5F	119726042	119829278
10	COX15	99711844	99732100
10	NUDT5	12165325	12196144
10	RPP30	90871716	90908553
10	ENTPD1	95711779	95869695
10	SLC18A2	117241073	117279430
10	DPYSL4	132186900	132205776
10	JAKMIP3	132104671	132184809
10	SLIT1	96998038	97185920
10	ADAM8	133262403	133276868
10	AKR1C4	5195462	5218949
10	CHAT	49609095	49665104
10	ADRA2A	111077163	111080907
10	EBF3	129835283	129963841
10	BEND7	13438484	13528974
10	VIM	17228259	17237593
10	IFIT1B	89378056	89385205
10	NMT2	15102584	15168693
10	VCL	73995193	74121363
10	MARCH5	92291163	92353964
10	AKR1C1	4963253	4983283
10	ABI1	26746593	26861087
10	IL2RA	6010689	6062370
10	DNTT	96304396	96338564
10	HMX2	123148122	123150672
10	ADK	74151185	74709303
10	WASHC2C	45727200	45792961
10	FAM170B	49131154	49134008
10	C10orf113	21125763	21146559
10	C10orf142	44292569	44294649
10	AS3MT	102869516	102901899
10	PLAC9	80131682	80145359
10	BLNK	96191702	96271587
10	WAC	28532493	28623112
10	DNA2	68414064	68472121
10	ZNF485	43606407	43617903
10	CYP17A1	102830531	102837533
10	NPS	127549369	127552639
10	DOCK1	126905409	127452517
10	DUSP5	110497838	110511544
10	ASAH2	50182778	50248610
10	SKIDA1	21513478	21526368
10	CPN1	100042193	100081877
10	FAM241B	69630251	69633599
10	CXCL12	44370165	44386493
10	BAMBI	28677342	28682939
10	RRP12	97356358	97426076
10	CYP2E1	133520406	133561220
10	FRAT1	97319267	97321915
10	CUEDC2	102423245	102432661
10	VDAC2	75210154	75231448
10	DNAJB12	72332830	72355230
10	CACUL1	118674167	118755249
10	HTR7	90740823	90857698
10	PLA2G12B	72935170	72954778
10	HACD1	17589032	17617377
10	MRPL43	100969458	100987515
10	UROS	125784980	125823285
10	PRKCQ	6427143	6580301
10	DNMBP	99875577	100009919
10	RASSF4	44959407	44995891
10	ZNF438	30820207	31031937
10	PTPRE	127907061	128085855
10	MAP3K8	30433937	30461833
10	CLRN3	127877841	127892947
10	SFXN2	102714538	102743492
10	DYDC1	80336105	80356755
10	BORCS7	102854223	102864961
10	ARL5B	18659405	18681639
10	CDC123	12195965	12250589
10	INSYN2	127135426	127196158
10	WASHC2A	50067888	50133506
10	ACTR1A	102461881	102502711
10	PFKP	3066333	3137712
10	MTG1	133394094	133421307
10	PARG	49818279	49970203
10	DHX32	125836337	125896436
10	TECTB	112283400	112305035
10	GLRX3	130136399	130184521
10	C10orf143	130020025	130110817
10	MBL2	52765380	52771700
10	CFAP46	132808392	132942823
10	SYCE1	133553901	133569835
10	MCU	72692131	72887694
10	PAOX	133379234	133391694
10	MKX	27672875	27746060
10	RAB18	27504174	27542237
10	SAMD8	75099586	75182123
10	UCN3	5365009	5374692
10	ARHGAP21	24583609	24723668
10	TUBAL3	5393098	5404830
10	BAG3	119651370	119677819
10	SMC3	110567691	110604636
10	PPP1R3C	91628442	91633054
10	ANKRD1	90912096	90921276
10	FO681492.1	47750864	47763592
10	LYZL2	30611779	30629762
10	SEC61A2	12129637	12169961
10	GAD2	26216307	26304558
10	HABP2	113550837	113589602
10	FAM45A	119104086	119137984
10	PROSER2	11823339	11872277
10	ECD	73130155	73169055
10	SCART1	133453928	133523558
10	ZNF503	75397830	75401906
10	KIF20B	89701610	89774939
10	C10orf53	49679651	49710261
10	ZDHHC6	112424428	112446917
10	ACSL5	112374018	112428380
10	C10orf82	116663696	116670264
10	IFIT2	89283694	89309276
10	DRGX	49364181	49396016
10	FOXI2	127737235	127741186
10	FGF8	101770130	101780369
10	DNAJC9	73183362	73248862
10	A1CF	50799409	50885675
10	CC2D2B	95907603	96032684
10	IFIT5	89414586	89421001
10	NFKB2	102394110	102402529
10	VAX1	117128521	117138301
10	ZNF511-PRAP1	133309410	133352529
10	CTNNA3	65912518	67696169
10	ASCC1	72096032	72217134
10	NOLC1	102152176	102163871
10	PTPN20	46911396	47002488
10	AKR1C8P	5154140	5185187
10	KAZALD1	101061841	101068131
10	VTI1A	112446998	112818744
10	BNIP3	131966455	131982013
10	VENTX	133237404	133241929
10	PNLIPRP1	116590385	116609175
10	REEP3	63521363	63625123
10	DYDC2	80344745	80368073
10	MALRD1	19048771	19790401
10	WBP1L	102743901	102834516
10	FGFBP3	91906589	91909483
10	PRDX3	119167703	119178833
10	FAM149B1	73168166	73244504
10	POLL	101578882	101588270
10	PPIF	79347469	79355337
10	GDI2	5765223	5842132
10	AL360181.3	133390834	133420495
10	AGAP5	73674285	73698159
10	CALML5	5498697	5499555
10	GBF1	102245532	102382899
10	SPOCK2	72059035	72089032
10	SEMA4G	100969518	100985871
10	KNDC1	133160447	133226412
10	JMJD1C	63167221	63521850
10	ADGRA1	133070929	133131675
10	EGR2	62811996	62919900
10	HPS6	102065390	102068038
10	LIPA	89213569	89414557
10	MGMT	129467184	129768007
10	NET1	5412551	5458463
10	PDZD7	101007683	101032295
10	ST8SIA6	17318383	17454330
10	NRBF2	63133247	63155031
10	SEPHS1	13317424	13348298
10	ADO	62804857	62808483
10	MKI67	128096659	128126385
10	ZNF511	133308475	133313162
10	ELOVL3	102226328	102229589
10	DUSP13	75094432	75109221
10	CHST3	71964365	72013564
10	FRMD4A	13643706	14462142
10	GATA3	8045378	8075203
10	IFIT1	89392546	89406486
10	C10orf71	49299193	49327487
10	SLF2	100912569	100965136
10	TRDMT1	17142254	17202054
10	IDI1	1039152	1049170
10	IDI2	1018907	1025859
10	GTPBP4	988019	1019936
10	PSAP	71816298	71851375
10	TMEM273	49154725	49188585
10	ZNF239	43556344	43574618
10	ANXA11	80150889	80205572
10	AKR1E2	4786629	4848062
10	ZNF518A	96129715	96205288
10	DHTKD1	12068972	12123225
10	RPS24	78033732	78056813
10	DDIT4	72273920	72276036
10	PANK1	89579497	89645572
10	EMX2	117542444	117549546
10	MYOZ1	73631654	73641757
10	POLR3A	77969251	78029545
10	RBP3	47348371	47357875
10	FRAT2	97332497	97334709
10	C10orf95	102449837	102451543
10	NKX6-2	132783179	132786052
10	INPP5A	132537820	132783480
10	FAM204A	118297930	118342328
10	ARMC4	27812164	27999048
10	ZMIZ1	79069035	79316528
10	AGAP9	47501854	47523638
10	FAM25G	47487219	47491693
10	STK32C	132207492	132331847
10	ZNF488	47365496	47384273
10	GDF10	47300386	47313547
10	LZTS2	100996618	101007836
10	PITX3	102230186	102241474
10	XPNPEP1	109864766	109923553
10	PPRC1	102132994	102150331
10	FUOM	133355154	133358035
10	FAM208B	5684838	5763740
10	ASB13	5638867	5666595
10	TIMM23B	49942033	49974850
10	DNAJC12	67796665	67838166
10	PGAM1	97426160	97433441
10	IL15RA	5943639	5978187
10	SFTPA1	79610939	79615455
10	PITRM1	3137728	3172841
10	HERC4	67921899	68075348
10	TLX1	101130505	101137789
10	ANXA8	47460162	47484158
10	ALDH18A1	95605929	95656706
10	ADAM12	126012381	126388455
10	ECHS1	133362480	133373689
10	RAB11FIP2	118004916	118046603
10	CELF2	10798397	11336675
10	LBX1	101226195	101229794
10	PRTFDC1	24848607	24952604
10	THNSL1	25016658	25026664
10	ENKUR	24981979	25062279
10	PSD	102402617	102421539
10	GPR158	25174802	25602226
10	FBXL15	102419189	102423136
10	MICU1	72367327	72626191
10	LRRC27	132332154	132379918
10	TMEM236	17752252	17800868
10	TCTN3	95663396	95694143
11	TMEM218	125096545	125111763
11	VPS37C	61130256	61161617
11	APOA1	116835751	116837950
11	NXPE4	114570591	114595762
11	KRTAP5-7	71527267	71528674
11	HPS5	18278668	18322198
11	CLDN25	113779747	113780500
11	SLC5A12	26667019	26723427
11	TAF6L	62771303	62787342
11	GRK2	67266410	67286556
11	KDELC2	108472105	108498432
11	ABTB2	34150988	34358008
11	DRAP1	65919257	65921561
11	FOSL1	65892049	65900573
11	LBHD1	62662817	62672255
11	SIPA1	65638097	65650930
11	AP000646.1	121024125	121113108
11	PLEKHB1	73646178	73662819
11	POU2F3	120236640	120319944
11	CEP164	117314557	117413268
11	CADM1	115169218	115504957
11	CHRM1	62908679	62921807
11	CCDC81	86374736	86423109
11	MMP1	102789920	102798160
11	SLC15A3	60937084	60952530
11	MS4A4E	60201253	60243088
11	TMEM223	62771629	62792021
11	OR8G5	124256376	124266218
11	CTNND1	57753243	57819546
11	PGA4	61222216	61231927
11	DCUN1D5	103062076	103092215
11	FAM168A	73400487	73598189
11	SLC3A2	62856102	62888875
11	EI24	125569216	125584687
11	ACRV1	125671522	125681123
11	HEPACAM	124919193	124936412
11	CSRP3	19182037	19210571
11	MAPK8IP1	45885651	45906465
11	PRPF19	60890730	60906588
11	AC068580.4	1734821	1763954
11	NNMT	114257787	114313285
11	PPP1R32	61481120	61490931
11	SDHAF2	61430042	61447529
11	IGSF22	18704305	18726230
11	SLC37A2	125063067	125090312
11	CREBZF	85659708	85682908
11	APOA4	116820700	116823306
11	SLC6A5	20599400	20659285
11	DPAGT1	119096503	119108331
11	MUS81	65857126	65867653
11	NLRP14	7020446	7071308
11	IFT46	118544528	118572970
11	SPATA19	133840631	133845538
11	CD3E	118304545	118316175
11	TCP11L1	33039417	33105943
11	RPUSD4	126202094	126211692
11	VPS11	119067692	119081978
11	SRPRA	126262919	126269144
11	NRIP3	8980576	9004049
11	OR5A1	59436469	59451380
11	CCDC73	32602246	32794658
11	FADD	70203163	70207390
11	MAJIN	64937517	64972085
11	UBQLN3	5507300	5509985
11	PAFAH1B2	117144267	117176894
11	APOA5	116789367	116792420
11	AIP	67483041	67491103
11	SF1	64764606	64778786
11	SLC22A24	63079940	63144221
11	SLC22A8	62989154	63015839
11	ZPR1	116773799	116788050
11	BUD13	116748170	116772988
11	SLC22A25	63163776	63229652
11	CABP4	67452406	67460313
11	TMEM134	67461710	67469272
11	TMEM216	61391687	61398863
11	UEVLD	18529609	18588747
11	ELF5	34478793	34513805
11	C11orf87	109422120	109429114
11	CAVIN3	6318946	6320647
11	FXYD2	117800844	117828698
11	MCAM	119308529	119321521
11	ETS1	128458761	128587558
11	CYB5R2	7665100	7677222
11	OR4C13	49952391	49953419
11	OR52B2	6169330	6170408
11	WEE1	9573681	9593457
11	SPON1	13962689	14267884
11	ZNF705E	71814045	71821548
11	MMP13	102942995	102955734
11	IFITM10	1732410	1750591
11	KRTAP5-5	1629775	1630707
11	MS4A10	60785348	60801305
11	MS4A15	60756953	60776732
11	TMEM123	102396332	102470384
11	SLC22A12	64590641	64602353
11	CPSF7	61402641	61430031
11	CDK2AP2	67506497	67508649
11	HIKESHI	86302211	86345931
11	DUSP8	1554044	1571920
11	SPA17	124673798	124697518
11	OR8D2	124319238	124320288
11	ZBTB3	62748319	62754188
11	OR10D3	124183345	124188780
11	THY1	119417378	119424985
11	ALX4	44260440	44310166
11	PICALM	85957684	86069882
11	MS4A2	60088261	60098466
11	ANKRD13D	67288547	67302485
11	USP2	119355215	119381726
11	MS4A4A	60185702	60317944
11	CEP126	101915015	102001058
11	OR4D5	123939543	123940637
11	OR6T1	123942785	123943873
11	OR10S1	123976661	123977781
11	OR10G6	123994163	123995161
11	OR10G4	124012997	124018732
11	OR10G9	124023013	124023948
